Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q2,June,0.87
Production,Factory,Q4,April,2.49
Production,Factory,Q3,May,3.97
Production,Factory,Q2,December,5.76
Production,Factory,Q4,November,7.02
Production,Factory,Q3,July,9.44
Production,Factory,Q2,August,9.93
Production,Factory,Q4,September,11.95
Production,Factory,Q3,June,11.92
Culture,Workshop,Q2,June,14.24
Culture,Workshop,Q4,April,17.23
Culture,Workshop,Q3,May,19.09
Culture,Workshop,Q2,December,21.02
Culture,Workshop,Q4,November,21.49
Culture,Workshop,Q3,July,21.28
Culture,Workshop,Q2,August,24.62
Culture,Workshop,Q4,September,26.88
Culture,Workshop,Q3,June,27.77
Production,Theatre,Q2,June,35.18
Production,Theatre,Q4,April,36.56
Production,Theatre,Q3,May,38.2
Production,Theatre,Q2,December,40.9
Production,Theatre,Q4,November,43.31
Production,Theatre,Q3,July,54.91
Production,Theatre,Q2,August,54.1
Production,Theatre,Q4,September,55.59
Production,Theatre,Q3,June,57.51
Culture,Museum,Q2,June,61.61
Culture,Museum,Q4,April,68.95
Culture,Museum,Q3,May,68.25
Culture,Museum,Q2,December,72.5
Culture,Museum,Q4,November,74.13
Culture,Museum,Q3,July,78.16
Culture,Museum,Q2,August,89.38
Culture,Museum,Q4,September,92.67
Culture,Museum,Q3,June,93.64
