Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,November,1.26
Service,Library,Q3,December,2.49
Service,Library,Q4,October,3.95
Service,Library,Q3,August,6.48
Service,Library,Q4,July,8.57
Service,Library,Q3,November,9.13
Production,School,Q4,November,8.16
Production,School,Q3,December,11.56
Production,School,Q4,October,12.3
Production,School,Q3,August,13.14
Production,School,Q4,July,17.24
Production,School,Q3,November,19.81
Service,Hospital,Q4,November,20.89
Service,Hospital,Q3,December,29.16
Service,Hospital,Q4,October,30.65
Service,Hospital,Q3,August,34.61
Service,Hospital,Q4,July,44.83
Service,Hospital,Q3,November,52.0
Production,Factory,Q4,November,65.04
Production,Factory,Q3,December,70.25
Production,Factory,Q4,October,70.53
Production,Factory,Q3,August,74.73
Production,Factory,Q4,July,75.92
Production,Factory,Q3,November,76.82
Service,Workshop,Q4,November,80.04
Service,Workshop,Q3,December,81.03
Service,Workshop,Q4,October,85.59
Service,Workshop,Q3,August,93.98
Service,Workshop,Q4,July,95.47
Service,Workshop,Q3,November,0.01
