Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,September,4.12
Production,Workshop,Q1,August,8.14
Production,Workshop,Q4,July,9.24
Production,Workshop,Q3,March,10.85
Production,Workshop,Q1,January,8.27
Production,Workshop,Q4,November,9.3
Production,Workshop,Q3,October,9.28
Production,Workshop,Q1,December,14.2
Production,Workshop,Q4,September,12.58
Service,Factory,Q3,September,16.62
Service,Factory,Q1,August,15.44
Service,Factory,Q4,July,18.73
Service,Factory,Q3,March,21.68
Service,Factory,Q1,January,21.53
Service,Factory,Q4,November,23.64
Service,Factory,Q3,October,24.62
Service,Factory,Q1,December,25.16
Service,Factory,Q4,September,24.21
Culture,Hospital,Q3,September,26.05
Culture,Hospital,Q1,August,23.28
Culture,Hospital,Q4,July,33.57
Culture,Hospital,Q3,March,33.79
Culture,Hospital,Q1,January,38.05
Culture,Hospital,Q4,November,38.48
Culture,Hospital,Q3,October,40.87
Culture,Hospital,Q1,December,41.61
Culture,Hospital,Q4,September,42.67
Production,School,Q3,September,43.97
Production,School,Q1,August,44.07
Production,School,Q4,July,45.85
Production,School,Q3,March,46.78
Production,School,Q1,January,47.99
Production,School,Q4,November,48.57
Production,School,Q3,October,50.21
Production,School,Q1,December,54.05
Production,School,Q4,September,58.28
Service,Library,Q3,September,58.24
Service,Library,Q1,August,62.03
Service,Library,Q4,July,66.72
Service,Library,Q3,March,67.6
Service,Library,Q1,January,71.92
Service,Library,Q4,November,72.94
Service,Library,Q3,October,76.62
Service,Library,Q1,December,77.71
Service,Library,Q4,September,77.36
Culture,Concert,Q3,September,79.22
Culture,Concert,Q1,August,80.89
Culture,Concert,Q4,July,79.13
Culture,Concert,Q3,March,81.95
Culture,Concert,Q1,January,84.1
Culture,Concert,Q4,November,84.05
Culture,Concert,Q3,October,88.58
Culture,Concert,Q1,December,89.0
Culture,Concert,Q4,September,89.98
Production,Theatre,Q3,September,92.31
Production,Theatre,Q1,August,94.05
Production,Theatre,Q4,July,94.92
Production,Theatre,Q3,March,96.2
Production,Theatre,Q1,January,97.57
Production,Theatre,Q4,November,98.5
Production,Theatre,Q3,October,99.17
Production,Theatre,Q1,December,96.15
Production,Theatre,Q4,September,94.59
