Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q3,August,8.92
Production,Factory,Q1,July,8.08
Production,Factory,Q4,January,10.06
Production,Factory,Q3,February,11.2
Production,Factory,Q1,November,12.73
Production,Factory,Q4,December,14.77
Service,Workshop,Q3,August,15.79
Service,Workshop,Q1,July,21.49
Service,Workshop,Q4,January,27.77
Service,Workshop,Q3,February,31.51
Service,Workshop,Q1,November,34.41
Service,Workshop,Q4,December,38.16
Production,Administration,Q3,August,45.84
Production,Administration,Q1,July,52.06
Production,Administration,Q4,January,54.29
Production,Administration,Q3,February,58.31
Production,Administration,Q1,November,64.09
Production,Administration,Q4,December,67.75
Service,Hospital,Q3,August,67.91
Service,Hospital,Q1,July,69.57
Service,Hospital,Q4,January,67.01
Service,Hospital,Q3,February,81.43
Service,Hospital,Q1,November,81.71
Service,Hospital,Q4,December,81.79
Production,Library,Q3,August,86.35
Production,Library,Q1,July,87.82
Production,Library,Q4,January,88.09
Production,Library,Q3,February,91.36
Production,Library,Q1,November,93.04
Production,Library,Q4,December,94.1
