Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q2,May,0.79
Service,School,Q1,June,5.94
Service,School,Q2,February,8.63
Service,School,Q1,March,8.03
Service,School,Q2,January,9.04
Service,School,Q1,May,13.43
Residential,Hospital,Q2,May,15.17
Residential,Hospital,Q1,June,15.43
Residential,Hospital,Q2,February,18.04
Residential,Hospital,Q1,March,28.14
Residential,Hospital,Q2,January,29.78
Residential,Hospital,Q1,May,28.45
Culture,House,Q2,May,28.54
Culture,House,Q1,June,34.24
Culture,House,Q2,February,36.05
Culture,House,Q1,March,41.53
Culture,House,Q2,January,46.53
Culture,House,Q1,May,47.2
Service,Apartment,Q2,May,47.53
Service,Apartment,Q1,June,52.7
Service,Apartment,Q2,February,53.87
Service,Apartment,Q1,March,53.4
Service,Apartment,Q2,January,57.31
Service,Apartment,Q1,May,58.28
Residential,Theatre,Q2,May,60.78
Residential,Theatre,Q1,June,62.0
Residential,Theatre,Q2,February,65.84
Residential,Theatre,Q1,March,66.02
Residential,Theatre,Q2,January,71.06
Residential,Theatre,Q1,May,74.98
Culture,Concert,Q2,May,77.54
Culture,Concert,Q1,June,78.6
Culture,Concert,Q2,February,80.4
Culture,Concert,Q1,March,83.87
Culture,Concert,Q2,January,84.53
Culture,Concert,Q1,May,84.47
Service,Museum,Q2,May,86.0
Service,Museum,Q1,June,87.03
Service,Museum,Q2,February,90.23
Service,Museum,Q1,March,94.04
Service,Museum,Q2,January,98.65
Service,Museum,Q1,May,99.09
