Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q1,Cereals,Soybeans,130.23
Import,2021,Q1,Beverage,Oats,260.26
Import,2021,Q1,Cereals,Rice,648.5
Import,2021,Q1,Beverage,Juice,268.0
Import,2021,Q1,Cereals,Tea,17.82
Import,2021,Q1,Beverage,Soybeans,913.71
Import,2020,Q1,Cereals,Soybeans,26.24
Import,2020,Q1,Beverage,Oats,925.84
Import,2020,Q1,Cereals,Rice,288.52
Import,2020,Q1,Beverage,Juice,426.75
Import,2020,Q1,Cereals,Tea,302.89
Import,2020,Q1,Beverage,Soybeans,175.85
Import,2021,Q1,Cereals,Soybeans,305.65
Import,2021,Q1,Beverage,Oats,438.69
Import,2021,Q1,Cereals,Rice,313.12
Import,2021,Q1,Beverage,Juice,577.87
Import,2021,Q1,Cereals,Tea,836.49
Import,2021,Q1,Beverage,Soybeans,83.51
Import,2020,Q1,Cereals,Soybeans,348.43
Import,2020,Q1,Beverage,Oats,609.77
Import,2020,Q1,Cereals,Rice,611.07
Import,2020,Q1,Beverage,Juice,115.27
Import,2020,Q1,Cereals,Tea,627.75
Import,2020,Q1,Beverage,Soybeans,379.82
