State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Reno,Air,Noise,1.29
Nevada,Reno,Water,Light,3.26
Nevada,Reno,Soil,Thermal,7.38
Nevada,Reno,Air,Groundwater,8.25
Nevada,Reno,Water,Oxygen-depletion,10.51
Nevada,Reno,Soil,Surface water,11.78
Nevada,Reno,Air,Chemical,12.28
Nevada,Reno,Water,Industrial,12.03
Nevada,Reno,Soil,Solid Waste,14.21
Nevada,Reno,Air,Urban Activities,13.08
Nevada,Reno,Water,Inorganic Fertilizers,16.89
Nevada,Reno,Soil,Inferior Irrigation,16.83
Nevada,Reno,Air,Noise,16.4
Nevada,Reno,Water,Light,19.1
Nevada,Reno,Soil,Thermal,19.86
Georgia,Boulder City,Air,Noise,21.56
Georgia,Boulder City,Water,Light,22.57
Georgia,Boulder City,Soil,Thermal,21.69
Georgia,Boulder City,Air,Groundwater,21.39
Georgia,Boulder City,Water,Oxygen-depletion,26.46
Georgia,Boulder City,Soil,Surface water,28.43
Georgia,Boulder City,Air,Chemical,29.05
Georgia,Boulder City,Water,Industrial,-7.21
Georgia,Boulder City,Soil,Solid Waste,31.46
Georgia,Boulder City,Air,Urban Activities,32.39
Georgia,Boulder City,Water,Inorganic Fertilizers,33.58
Georgia,Boulder City,Soil,Inferior Irrigation,36.98
Georgia,Boulder City,Air,Noise,36.84
Georgia,Boulder City,Water,Light,39.7
Georgia,Boulder City,Soil,Thermal,40.55
Michigan,Las Vegas,Air,Noise,41.78
Michigan,Las Vegas,Water,Light,39.52
Michigan,Las Vegas,Soil,Thermal,45.11
Michigan,Las Vegas,Air,Groundwater,10.75
Michigan,Las Vegas,Water,Oxygen-depletion,54.41
Michigan,Las Vegas,Soil,Surface water,57.16
Michigan,Las Vegas,Air,Chemical,-1.71
Michigan,Las Vegas,Water,Industrial,60.16
Michigan,Las Vegas,Soil,Solid Waste,61.85
Michigan,Las Vegas,Air,Urban Activities,61.32
Michigan,Las Vegas,Water,Inorganic Fertilizers,61.43
Michigan,Las Vegas,Soil,Inferior Irrigation,62.9
Michigan,Las Vegas,Air,Noise,60.07
Michigan,Las Vegas,Water,Light,71.42
Michigan,Las Vegas,Soil,Thermal,73.94
Nevada,Washington,Air,Noise,77.26
Nevada,Washington,Water,Light,80.65
Nevada,Washington,Soil,Thermal,80.88
Nevada,Washington,Air,Groundwater,82.72
Nevada,Washington,Water,Oxygen-depletion,82.68
Nevada,Washington,Soil,Surface water,84.67
Nevada,Washington,Air,Chemical,-8.67
Nevada,Washington,Water,Industrial,89.49
Nevada,Washington,Soil,Solid Waste,92.15
Nevada,Washington,Air,Urban Activities,92.28
Nevada,Washington,Water,Inorganic Fertilizers,94.5
Nevada,Washington,Soil,Inferior Irrigation,95.4
Nevada,Washington,Air,Noise,95.5
Nevada,Washington,Water,Light,97.13
Nevada,Washington,Soil,Thermal,96.38
Georgia,Columbus,Air,Noise,96.53
Georgia,Columbus,Water,Light,93.18
Georgia,Columbus,Soil,Thermal,99.81
Georgia,Columbus,Air,Groundwater,-1.63
