Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Tea,261.84
Export,2020,Dairy,Soda,645.67
Export,2020,Cereals,Cheese,903.82
Export,2020,Beverage,Cream,145.73
Export,2020,Dairy,Seeds,18.46
Export,2020,Cereals,Wheat,915.26
Export,2020,Beverage,Rice,406.09
Export,2020,Dairy,Tea,797.61
Export,2020,Cereals,Soda,160.05
Export,2021,Beverage,Tea,289.28
Export,2021,Dairy,Soda,932.32
Export,2021,Cereals,Cheese,938.74
Export,2021,Beverage,Cream,45.12
Export,2021,Dairy,Seeds,944.57
Export,2021,Cereals,Wheat,184.79
Export,2021,Beverage,Rice,830.55
Export,2021,Dairy,Tea,834.43
Export,2021,Cereals,Soda,203.09
Export,2017,Beverage,Tea,716.08
Export,2017,Dairy,Soda,462.81
Export,2017,Cereals,Cheese,974.18
Export,2017,Beverage,Cream,846.53
Export,2017,Dairy,Seeds,465.81
Export,2017,Cereals,Wheat,596.16
Export,2017,Beverage,Rice,87.95
Export,2017,Dairy,Tea,91.48
Export,2017,Cereals,Soda,735.26
Export,2020,Beverage,Tea,485.29
Export,2020,Dairy,Soda,616.89
Export,2020,Cereals,Cheese,105.83
Export,2020,Beverage,Cream,878.26
Export,2020,Dairy,Seeds,367.94
Export,2020,Cereals,Wheat,112.32
Export,2020,Beverage,Rice,753.97
Export,2020,Dairy,Tea,119.22
Export,2020,Cereals,Soda,895.69
