State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,2021,Soil,Urban Activities,2.59
Minnesota,Hastings,2021,Air,Solid Waste,12.65
Minnesota,Hastings,2021,Soil,Inorganic Fertilizers,13.45
Minnesota,Hastings,2021,Air,Noise,20.88
Minnesota,Hastings,2021,Soil,Thermal,24.16
Minnesota,Hastings,2021,Air,Light,27.49
Oregon,Minneapolis,2018,Soil,Urban Activities,-99.11
Oregon,Minneapolis,2018,Air,Solid Waste,32.6
Oregon,Minneapolis,2018,Soil,Inorganic Fertilizers,-95.48
Oregon,Minneapolis,2018,Air,Noise,35.3
Oregon,Minneapolis,2018,Soil,Thermal,36.2
Oregon,Minneapolis,2018,Air,Light,-93.85
Michigan,Redmond,2022,Soil,Urban Activities,-91.09
Michigan,Redmond,2022,Air,Solid Waste,40.61
Michigan,Redmond,2022,Soil,Inorganic Fertilizers,42.83
Michigan,Redmond,2022,Air,Noise,43.08
Michigan,Redmond,2022,Soil,Thermal,-86.73
Michigan,Redmond,2022,Air,Light,46.22
Minnesota,Salem,2021,Soil,Urban Activities,-76.46
Minnesota,Salem,2021,Air,Solid Waste,54.79
Minnesota,Salem,2021,Soil,Inorganic Fertilizers,-74.95
Minnesota,Salem,2021,Air,Noise,-72.23
Minnesota,Salem,2021,Soil,Thermal,65.01
Minnesota,Salem,2021,Air,Light,65.57
Oregon,Portland,2018,Soil,Urban Activities,-58.53
Oregon,Portland,2018,Air,Solid Waste,71.1
Oregon,Portland,2018,Soil,Inorganic Fertilizers,-56.56
Oregon,Portland,2018,Air,Noise,-57.94
Oregon,Portland,2018,Soil,Thermal,74.15
Oregon,Portland,2018,Air,Light,-54.46
Michigan,Port Huron,2022,Soil,Urban Activities,76.04
Michigan,Port Huron,2022,Air,Solid Waste,-50.72
Michigan,Port Huron,2022,Soil,Inorganic Fertilizers,79.74
Michigan,Port Huron,2022,Air,Noise,-48.7
Michigan,Port Huron,2022,Soil,Thermal,-47.37
Michigan,Port Huron,2022,Air,Light,-43.94
Minnesota,Detroit,2021,Soil,Urban Activities,-42.23
Minnesota,Detroit,2021,Air,Solid Waste,-43.72
Minnesota,Detroit,2021,Soil,Inorganic Fertilizers,-37.74
Minnesota,Detroit,2021,Air,Noise,92.2
Minnesota,Detroit,2021,Soil,Thermal,96.02
Minnesota,Detroit,2021,Air,Light,-32.89
Oregon,Flint,2018,Soil,Urban Activities,-29.97
Oregon,Flint,2018,Air,Solid Waste,-28.6
Oregon,Flint,2018,Soil,Inorganic Fertilizers,-27.72
Oregon,Flint,2018,Air,Noise,-17.11
Oregon,Flint,2018,Soil,Thermal,-9.61
Oregon,Flint,2018,Air,Light,-7.18
