State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Portland,2016,Water,Surface water,0.33
Oregon,Portland,2016,Air,Groundwater,10.82
Oregon,Portland,2016,Water,Chemical,-91.24
Oregon,Portland,2016,Air,Noise,-88.69
Oregon,Portland,2016,Water,Light,-83.09
Oregon,Portland,2016,Air,Surface water,45.46
Florida,Redmond,2020,Water,Surface water,-82.52
Florida,Redmond,2020,Air,Groundwater,54.23
Florida,Redmond,2020,Water,Chemical,55.79
Florida,Redmond,2020,Air,Noise,-72.4
Florida,Redmond,2020,Water,Light,60.95
Florida,Redmond,2020,Air,Surface water,68.77
Oregon,Fort Lauderdale,2019,Water,Surface water,69.39
Oregon,Fort Lauderdale,2019,Air,Groundwater,-60.81
Oregon,Fort Lauderdale,2019,Water,Chemical,-52.42
Oregon,Fort Lauderdale,2019,Air,Noise,86.52
Oregon,Fort Lauderdale,2019,Water,Light,89.83
Oregon,Fort Lauderdale,2019,Air,Surface water,-36.7
Florida,Tampa,2015,Water,Surface water,-36.12
Florida,Tampa,2015,Air,Groundwater,-26.51
Florida,Tampa,2015,Water,Chemical,-26.0
Florida,Tampa,2015,Air,Noise,-23.47
Florida,Tampa,2015,Water,Light,-11.9
Florida,Tampa,2015,Air,Surface water,-2.93
