Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Florida,Tampa,Wind,Breeze,3.22
2022,Florida,Tampa,Temperature,Storm,5.56
2022,Florida,Tampa,Wind,11-20,5.19
2022,Florida,Tampa,Temperature,31-40,8.52
2021,Michigan,Fort Lauderdale,Wind,Breeze,9.11
2021,Michigan,Fort Lauderdale,Temperature,Storm,10.29
2021,Michigan,Fort Lauderdale,Wind,11-20,11.99
2021,Michigan,Fort Lauderdale,Temperature,31-40,12.17
2022,Massachusetts,Detroit,Wind,Breeze,8.9
2022,Massachusetts,Detroit,Temperature,Storm,12.46
2022,Massachusetts,Detroit,Wind,11-20,16.34
2022,Massachusetts,Detroit,Temperature,31-40,17.91
2021,Florida,Flint,Wind,Breeze,17.2
2021,Florida,Flint,Temperature,Storm,17.93
2021,Florida,Flint,Wind,11-20,20.8
2021,Florida,Flint,Temperature,31-40,20.15
2022,Michigan,Cambridge,Wind,Breeze,22.07
2022,Michigan,Cambridge,Temperature,Storm,19.62
2022,Michigan,Cambridge,Wind,11-20,24.17
2022,Michigan,Cambridge,Temperature,31-40,25.71
2021,Massachusetts,Boston,Wind,Breeze,17.67
2021,Massachusetts,Boston,Temperature,Storm,27.14
2021,Massachusetts,Boston,Wind,11-20,22.09
2021,Massachusetts,Boston,Temperature,31-40,25.01
