State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,2016,Soil,Inferior Irrigation,0.96
Maryland,Aberdeen,2016,Air,Solid Waste,1.75
Maryland,Aberdeen,2016,Soil,Industrial,1.84
Maryland,Aberdeen,2016,Air,Thermal,4.07
Maryland,Aberdeen,2016,Soil,Light,12.75
Maryland,Aberdeen,2016,Air,Noise,26.62
Florida,Baltimore,2015,Soil,Inferior Irrigation,27.01
Florida,Baltimore,2015,Air,Solid Waste,28.88
Florida,Baltimore,2015,Soil,Industrial,27.25
Florida,Baltimore,2015,Air,Thermal,27.12
Florida,Baltimore,2015,Soil,Light,-97.87
Florida,Baltimore,2015,Air,Noise,-94.65
Oregon,Columbia,2017,Soil,Inferior Irrigation,35.55
Oregon,Columbia,2017,Air,Solid Waste,-91.7
Oregon,Columbia,2017,Soil,Industrial,37.71
Oregon,Columbia,2017,Air,Thermal,39.1
Oregon,Columbia,2017,Soil,Light,-84.17
Oregon,Columbia,2017,Air,Noise,49.3
Maryland,Fort Lauderdale,2019,Soil,Inferior Irrigation,50.04
Maryland,Fort Lauderdale,2019,Air,Solid Waste,-77.53
Maryland,Fort Lauderdale,2019,Soil,Industrial,50.78
Maryland,Fort Lauderdale,2019,Air,Thermal,-75.15
Maryland,Fort Lauderdale,2019,Soil,Light,54.46
Maryland,Fort Lauderdale,2019,Air,Noise,60.09
Florida,Tampa,2016,Soil,Inferior Irrigation,-62.58
Florida,Tampa,2016,Air,Solid Waste,-57.39
Florida,Tampa,2016,Soil,Industrial,-54.29
Florida,Tampa,2016,Air,Thermal,76.6
Florida,Tampa,2016,Soil,Light,-49.49
Florida,Tampa,2016,Air,Noise,83.46
Oregon,Salem,2015,Soil,Inferior Irrigation,-44.21
Oregon,Salem,2015,Air,Solid Waste,85.04
Oregon,Salem,2015,Soil,Industrial,-41.0
Oregon,Salem,2015,Air,Thermal,88.06
Oregon,Salem,2015,Soil,Light,-38.12
Oregon,Salem,2015,Air,Noise,91.5
Maryland,Redmond,2017,Soil,Inferior Irrigation,92.76
Maryland,Redmond,2017,Air,Solid Waste,-35.77
Maryland,Redmond,2017,Soil,Industrial,-34.82
Maryland,Redmond,2017,Air,Thermal,95.99
Maryland,Redmond,2017,Soil,Light,96.48
Maryland,Redmond,2017,Air,Noise,-31.96
Florida,Portland,2019,Soil,Inferior Irrigation,-31.13
Florida,Portland,2019,Air,Solid Waste,-19.64
Florida,Portland,2019,Soil,Industrial,-9.13
Florida,Portland,2019,Air,Thermal,-8.26
Florida,Portland,2019,Soil,Light,-2.88
Florida,Portland,2019,Air,Noise,-1.61
