Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q3,August,3.87
Production,Factory,Q4,September,10.77
Production,Factory,Q3,July,11.01
Production,Factory,Q4,November,12.35
Production,Factory,Q3,December,16.07
Production,Factory,Q4,August,17.73
Culture,Workshop,Q3,August,20.27
Culture,Workshop,Q4,September,21.09
Culture,Workshop,Q3,July,22.54
Culture,Workshop,Q4,November,26.67
Culture,Workshop,Q3,December,28.12
Culture,Workshop,Q4,August,28.17
Service,Concert,Q3,August,29.33
Service,Concert,Q4,September,28.99
Service,Concert,Q3,July,33.01
Service,Concert,Q4,November,34.22
Service,Concert,Q3,December,36.19
Service,Concert,Q4,August,37.14
Production,Museum,Q3,August,40.11
Production,Museum,Q4,September,41.16
Production,Museum,Q3,July,42.96
Production,Museum,Q4,November,43.19
Production,Museum,Q3,December,44.44
Production,Museum,Q4,August,45.24
Culture,Theatre,Q3,August,49.69
Culture,Theatre,Q4,September,56.42
Culture,Theatre,Q3,July,56.69
Culture,Theatre,Q4,November,58.87
Culture,Theatre,Q3,December,60.22
Culture,Theatre,Q4,August,62.83
Service,Administration,Q3,August,67.36
Service,Administration,Q4,September,74.16
Service,Administration,Q3,July,75.35
Service,Administration,Q4,November,76.73
Service,Administration,Q3,December,76.41
Service,Administration,Q4,August,76.83
Production,Library,Q3,August,86.94
Production,Library,Q4,September,86.09
Production,Library,Q3,July,91.5
Production,Library,Q4,November,94.28
Production,Library,Q3,December,96.46
Production,Library,Q4,August,98.17
