Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2018,Q4,Beverage,Soda,265.15
Import,2018,Q4,Cereals,Juice,274.08
Import,2018,Q4,Beverage,Corn,19.96
Import,2018,Q4,Cereals,Soybeans,530.25
Import,2018,Q4,Beverage,Oats,536.91
Import,2018,Q4,Cereals,Soda,792.22
Import,2021,Q4,Beverage,Soda,410.36
Import,2021,Q4,Cereals,Juice,283.92
Import,2021,Q4,Beverage,Corn,159.89
Import,2021,Q4,Cereals,Soybeans,160.55
Import,2021,Q4,Beverage,Oats,420.71
Import,2021,Q4,Cereals,Soda,939.7
Import,2022,Q4,Beverage,Soda,813.01
Import,2022,Q4,Cereals,Juice,693.1
Import,2022,Q4,Beverage,Corn,313.57
Import,2022,Q4,Cereals,Soybeans,446.97
Import,2022,Q4,Beverage,Oats,63.48
Import,2022,Q4,Cereals,Soda,962.47
Import,2018,Q4,Beverage,Soda,579.28
Import,2018,Q4,Cereals,Juice,331.58
Import,2018,Q4,Beverage,Corn,843.04
Import,2018,Q4,Cereals,Soybeans,82.02
Import,2018,Q4,Beverage,Oats,979.55
Import,2018,Q4,Cereals,Soda,609.03
Import,2021,Q4,Beverage,Soda,483.96
Import,2021,Q4,Cereals,Juice,615.68
Import,2021,Q4,Beverage,Corn,367.73
Import,2021,Q4,Cereals,Soybeans,754.44
Import,2021,Q4,Beverage,Oats,629.94
Import,2021,Q4,Cereals,Soda,376.69
