Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q4,November,California,San Francisco,3.28
Culture,Theatre,Q2,October,California,Malibu,6.21
Culture,Theatre,Q4,May,California,San Francisco,7.78
Culture,Theatre,Q2,June,California,Malibu,18.37
Culture,Theatre,Q4,April,California,San Francisco,21.91
Culture,Theatre,Q2,November,California,Malibu,26.93
Residential,Museum,Q4,November,California,San Francisco,26.6
Residential,Museum,Q2,October,California,Malibu,30.81
Residential,Museum,Q4,May,California,San Francisco,32.03
Residential,Museum,Q2,June,California,Malibu,40.04
Residential,Museum,Q4,April,California,San Francisco,40.79
Residential,Museum,Q2,November,California,Malibu,46.74
Culture,Concert,Q4,November,California,San Francisco,46.03
Culture,Concert,Q2,October,California,Malibu,47.26
Culture,Concert,Q4,May,California,San Francisco,46.47
Culture,Concert,Q2,June,California,Malibu,53.91
Culture,Concert,Q4,April,California,San Francisco,54.5
Culture,Concert,Q2,November,California,Malibu,60.49
Residential,House,Q4,November,California,San Francisco,61.33
Residential,House,Q2,October,California,Malibu,61.68
Residential,House,Q4,May,California,San Francisco,63.25
Residential,House,Q2,June,California,Malibu,62.67
Residential,House,Q4,April,California,San Francisco,65.86
Residential,House,Q2,November,California,Malibu,74.42
Culture,Apartment,Q4,November,California,San Francisco,74.4
Culture,Apartment,Q2,October,California,Malibu,77.7
Culture,Apartment,Q4,May,California,San Francisco,91.38
Culture,Apartment,Q2,June,California,Malibu,93.57
Culture,Apartment,Q4,April,California,San Francisco,98.15
Culture,Apartment,Q2,November,California,Malibu,99.77
