Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q2,May,Maryland,Aberdeen,3.86
Service,Hospital,Q3,June,Maryland,Columbia,5.02
Service,Hospital,Q4,September,Maryland,Aberdeen,6.47
Service,Hospital,Q2,August,Maryland,Columbia,6.96
Service,Hospital,Q3,December,Maryland,Aberdeen,5.9
Service,Hospital,Q4,October,Maryland,Columbia,9.05
Service,Hospital,Q2,November,Maryland,Aberdeen,11.34
Service,Hospital,Q3,May,Maryland,Columbia,13.32
Service,Hospital,Q4,June,Maryland,Aberdeen,13.69
Production,School,Q2,May,Maryland,Aberdeen,13.17
Production,School,Q3,June,Maryland,Columbia,16.55
Production,School,Q4,September,Maryland,Aberdeen,19.99
Production,School,Q2,August,Maryland,Columbia,24.84
Production,School,Q3,December,Maryland,Aberdeen,27.45
Production,School,Q4,October,Maryland,Columbia,30.29
Production,School,Q2,November,Maryland,Aberdeen,34.81
Production,School,Q3,May,Maryland,Columbia,36.03
Production,School,Q4,June,Maryland,Aberdeen,36.83
Service,Workshop,Q2,May,Maryland,Aberdeen,41.35
Service,Workshop,Q3,June,Maryland,Columbia,44.42
Service,Workshop,Q4,September,Maryland,Aberdeen,56.29
Service,Workshop,Q2,August,Maryland,Columbia,59.89
Service,Workshop,Q3,December,Maryland,Aberdeen,65.7
Service,Workshop,Q4,October,Maryland,Columbia,67.36
Service,Workshop,Q2,November,Maryland,Aberdeen,67.25
Service,Workshop,Q3,May,Maryland,Columbia,70.66
Service,Workshop,Q4,June,Maryland,Aberdeen,72.06
Production,Factory,Q2,May,Maryland,Aberdeen,75.23
Production,Factory,Q3,June,Maryland,Columbia,75.88
Production,Factory,Q4,September,Maryland,Aberdeen,81.63
Production,Factory,Q2,August,Maryland,Columbia,83.76
Production,Factory,Q3,December,Maryland,Aberdeen,87.27
Production,Factory,Q4,October,Maryland,Columbia,88.44
Production,Factory,Q2,November,Maryland,Aberdeen,92.12
Production,Factory,Q3,May,Maryland,Columbia,97.34
Production,Factory,Q4,June,Maryland,Aberdeen,98.14
