State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Flint,2021,Water,Surface water,-0.8
Michigan,Flint,2021,Soil,Oxygen-depletion,4.83
Michigan,Flint,2021,Water,Inferior Irrigation,6.13
Michigan,Flint,2021,Soil,Urban Activities,10.9
Michigan,Flint,2021,Water,Inorganic Fertilizers,18.72
Michigan,Flint,2021,Soil,Industrial,19.45
Michigan,Flint,2021,Water,Surface water,-99.38
Michigan,Flint,2021,Soil,Oxygen-depletion,-7.29
Nevada,Detroit,2016,Water,Surface water,-97.41
Nevada,Detroit,2016,Soil,Oxygen-depletion,33.92
Nevada,Detroit,2016,Water,Inferior Irrigation,-93.16
Nevada,Detroit,2016,Soil,Urban Activities,35.28
Nevada,Detroit,2016,Water,Inorganic Fertilizers,-89.95
Nevada,Detroit,2016,Soil,Industrial,39.84
Nevada,Detroit,2016,Water,Surface water,45.39
Nevada,Detroit,2016,Soil,Oxygen-depletion,-82.2
Michigan,Reno,2020,Water,Surface water,51.41
Michigan,Reno,2020,Soil,Oxygen-depletion,-2.62
Michigan,Reno,2020,Water,Inferior Irrigation,57.51
Michigan,Reno,2020,Soil,Urban Activities,61.87
Michigan,Reno,2020,Water,Inorganic Fertilizers,62.72
Michigan,Reno,2020,Soil,Industrial,65.49
Michigan,Reno,2020,Water,Surface water,-59.39
Michigan,Reno,2020,Soil,Oxygen-depletion,-58.2
Nevada,Boulder City,2021,Water,Surface water,-55.23
Nevada,Boulder City,2021,Soil,Oxygen-depletion,-50.51
Nevada,Boulder City,2021,Water,Inferior Irrigation,80.47
Nevada,Boulder City,2021,Soil,Urban Activities,82.38
Nevada,Boulder City,2021,Water,Inorganic Fertilizers,-45.93
Nevada,Boulder City,2021,Soil,Industrial,88.78
Nevada,Boulder City,2021,Water,Surface water,-34.54
Nevada,Boulder City,2021,Soil,Oxygen-depletion,-20.38
Michigan,Las Vegas,2016,Water,Surface water,-19.86
Michigan,Las Vegas,2016,Soil,Oxygen-depletion,-17.95
Michigan,Las Vegas,2016,Water,Inferior Irrigation,-15.86
Michigan,Las Vegas,2016,Soil,Urban Activities,-11.64
Michigan,Las Vegas,2016,Water,Inorganic Fertilizers,-7.3
Michigan,Las Vegas,2016,Soil,Industrial,-5.05
Michigan,Las Vegas,2016,Water,Surface water,-4.43
Michigan,Las Vegas,2016,Soil,Oxygen-depletion,-2.27
