Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q2,June,Oregon,Portland,0.93
Service,Library,Q3,May,Nevada,Redmond,0.81
Service,Library,Q1,April,Oregon,Reno,3.46
Service,Library,Q2,August,Nevada,Las Vegas,8.9
Service,Library,Q3,September,Oregon,Portland,8.81
Service,Library,Q1,July,Nevada,Redmond,11.56
Service,Library,Q2,March,Oregon,Reno,13.46
Service,Library,Q3,January,Nevada,Las Vegas,15.73
Service,Library,Q1,February,Oregon,Portland,17.93
Residential,School,Q2,June,Oregon,Portland,19.68
Residential,School,Q3,May,Nevada,Redmond,21.27
Residential,School,Q1,April,Oregon,Reno,23.8
Residential,School,Q2,August,Nevada,Las Vegas,24.05
Residential,School,Q3,September,Oregon,Portland,26.46
Residential,School,Q1,July,Nevada,Redmond,28.4
Residential,School,Q2,March,Oregon,Reno,29.27
Residential,School,Q3,January,Nevada,Las Vegas,29.28
Residential,School,Q1,February,Oregon,Portland,31.25
Culture,Hotel,Q2,June,Oregon,Portland,32.74
Culture,Hotel,Q3,May,Nevada,Redmond,33.14
Culture,Hotel,Q1,April,Oregon,Reno,34.35
Culture,Hotel,Q2,August,Nevada,Las Vegas,35.62
Culture,Hotel,Q3,September,Oregon,Portland,38.14
Culture,Hotel,Q1,July,Nevada,Redmond,39.32
Culture,Hotel,Q2,March,Oregon,Reno,40.29
Culture,Hotel,Q3,January,Nevada,Las Vegas,40.98
Culture,Hotel,Q1,February,Oregon,Portland,42.73
Service,Apartment,Q2,June,Oregon,Portland,44.52
Service,Apartment,Q3,May,Nevada,Redmond,44.78
Service,Apartment,Q1,April,Oregon,Reno,45.94
Service,Apartment,Q2,August,Nevada,Las Vegas,49.07
Service,Apartment,Q3,September,Oregon,Portland,49.96
Service,Apartment,Q1,July,Nevada,Redmond,53.58
Service,Apartment,Q2,March,Oregon,Reno,54.43
Service,Apartment,Q3,January,Nevada,Las Vegas,56.23
Service,Apartment,Q1,February,Oregon,Portland,57.42
Residential,House,Q2,June,Oregon,Portland,57.3
Residential,House,Q3,May,Nevada,Redmond,58.58
Residential,House,Q1,April,Oregon,Reno,60.19
Residential,House,Q2,August,Nevada,Las Vegas,61.38
Residential,House,Q3,September,Oregon,Portland,60.48
Residential,House,Q1,July,Nevada,Redmond,63.43
Residential,House,Q2,March,Oregon,Reno,64.33
Residential,House,Q3,January,Nevada,Las Vegas,64.84
Residential,House,Q1,February,Oregon,Portland,65.49
Culture,Concert,Q2,June,Oregon,Portland,67.06
Culture,Concert,Q3,May,Nevada,Redmond,69.78
Culture,Concert,Q1,April,Oregon,Reno,69.94
Culture,Concert,Q2,August,Nevada,Las Vegas,72.4
Culture,Concert,Q3,September,Oregon,Portland,76.36
Culture,Concert,Q1,July,Nevada,Redmond,77.75
Culture,Concert,Q2,March,Oregon,Reno,78.36
Culture,Concert,Q3,January,Nevada,Las Vegas,79.87
Culture,Concert,Q1,February,Oregon,Portland,82.91
Service,Museum,Q2,June,Oregon,Portland,83.03
Service,Museum,Q3,May,Nevada,Redmond,84.69
Service,Museum,Q1,April,Oregon,Reno,85.97
Service,Museum,Q2,August,Nevada,Las Vegas,86.2
Service,Museum,Q3,September,Oregon,Portland,86.98
Service,Museum,Q1,July,Nevada,Redmond,90.34
Service,Museum,Q2,March,Oregon,Reno,90.31
Service,Museum,Q3,January,Nevada,Las Vegas,97.0
Service,Museum,Q1,February,Oregon,Portland,98.23
