State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Albany,Air,Thermal,6.57
Georgia,Albany,Water,Light,8.14
Georgia,Albany,Air,Noise,8.69
Georgia,Albany,Water,Oxygen-depletion,14.21
Georgia,Albany,Air,Chemical,-99.55
Georgia,Albany,Water,Thermal,35.25
Massachusetts,Washington,Air,Thermal,-89.11
Massachusetts,Washington,Water,Light,40.92
Massachusetts,Washington,Air,Noise,-86.48
Massachusetts,Washington,Water,Oxygen-depletion,43.67
Massachusetts,Washington,Air,Chemical,52.16
Massachusetts,Washington,Water,Thermal,-75.18
Georgia,Columbus,Air,Thermal,52.9
Georgia,Columbus,Water,Light,-73.3
Georgia,Columbus,Air,Noise,-68.1
Georgia,Columbus,Water,Oxygen-depletion,-67.01
Georgia,Columbus,Air,Chemical,-60.22
Georgia,Columbus,Water,Thermal,-59.86
Massachusetts,Boston,Air,Thermal,-58.54
Massachusetts,Boston,Water,Light,70.3
Massachusetts,Boston,Air,Noise,-53.51
Massachusetts,Boston,Water,Oxygen-depletion,76.4
Massachusetts,Boston,Air,Chemical,75.37
Massachusetts,Boston,Water,Thermal,84.81
Georgia,Lenox,Air,Thermal,-43.1
Georgia,Lenox,Water,Light,-44.89
Georgia,Lenox,Air,Noise,-34.66
Georgia,Lenox,Water,Oxygen-depletion,-25.51
Georgia,Lenox,Air,Chemical,-24.89
Georgia,Lenox,Water,Thermal,-24.38
Massachusetts,Cambridge,Air,Thermal,-22.87
Massachusetts,Cambridge,Water,Light,-21.25
Massachusetts,Cambridge,Air,Noise,-10.76
Massachusetts,Cambridge,Water,Oxygen-depletion,-10.73
Massachusetts,Cambridge,Air,Chemical,-7.47
Massachusetts,Cambridge,Water,Thermal,-3.0
