Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q1,March,Florida,Fort Lauderdale,5.18
Residential,Apartment,Q3,January,Georgia,Tampa,6.72
Residential,Apartment,Q1,February,Florida,Albany,9.36
Residential,Apartment,Q3,August,Georgia,Fort Lauderdale,9.98
Residential,Apartment,Q1,September,Florida,Tampa,14.24
Residential,Apartment,Q3,March,Georgia,Albany,36.34
Culture,House,Q1,March,Florida,Fort Lauderdale,38.82
Culture,House,Q3,January,Georgia,Tampa,38.93
Culture,House,Q1,February,Florida,Albany,40.28
Culture,House,Q3,August,Georgia,Fort Lauderdale,40.83
Culture,House,Q1,September,Florida,Tampa,43.27
Culture,House,Q3,March,Georgia,Albany,43.85
Residential,Hotel,Q1,March,Florida,Fort Lauderdale,52.06
Residential,Hotel,Q3,January,Georgia,Tampa,56.23
Residential,Hotel,Q1,February,Florida,Albany,56.42
Residential,Hotel,Q3,August,Georgia,Fort Lauderdale,56.67
Residential,Hotel,Q1,September,Florida,Tampa,59.92
Residential,Hotel,Q3,March,Georgia,Albany,59.57
Culture,Museum,Q1,March,Florida,Fort Lauderdale,56.31
Culture,Museum,Q3,January,Georgia,Tampa,62.48
Culture,Museum,Q1,February,Florida,Albany,63.86
Culture,Museum,Q3,August,Georgia,Fort Lauderdale,63.95
Culture,Museum,Q1,September,Florida,Tampa,69.28
Culture,Museum,Q3,March,Georgia,Albany,71.25
Residential,Theatre,Q1,March,Florida,Fort Lauderdale,81.83
Residential,Theatre,Q3,January,Georgia,Tampa,84.5
Residential,Theatre,Q1,February,Florida,Albany,86.85
Residential,Theatre,Q3,August,Georgia,Fort Lauderdale,87.89
Residential,Theatre,Q1,September,Florida,Tampa,95.39
Residential,Theatre,Q3,March,Georgia,Albany,99.48
