Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q1,March,0.64
Residential,House,Q4,January,0.52
Residential,House,Q2,February,2.72
Residential,House,Q1,December,3.6
Residential,House,Q4,November,8.98
Residential,House,Q2,April,8.08
Residential,House,Q1,June,10.15
Residential,House,Q4,March,8.18
Residential,House,Q2,January,10.6
Production,Hotel,Q1,March,13.19
Production,Hotel,Q4,January,13.57
Production,Hotel,Q2,February,12.74
Production,Hotel,Q1,December,18.48
Production,Hotel,Q4,November,19.25
Production,Hotel,Q2,April,24.88
Production,Hotel,Q1,June,25.3
Production,Hotel,Q4,March,28.77
Production,Hotel,Q2,January,30.82
Service,Workshop,Q1,March,30.07
Service,Workshop,Q4,January,32.66
Service,Workshop,Q2,February,31.6
Service,Workshop,Q1,December,34.35
Service,Workshop,Q4,November,36.08
Service,Workshop,Q2,April,37.61
Service,Workshop,Q1,June,38.6
Service,Workshop,Q4,March,37.69
Service,Workshop,Q2,January,40.78
Residential,Factory,Q1,March,36.9
Residential,Factory,Q4,January,42.45
Residential,Factory,Q2,February,43.34
Residential,Factory,Q1,December,41.78
Residential,Factory,Q4,November,48.46
Residential,Factory,Q2,April,50.9
Residential,Factory,Q1,June,52.2
Residential,Factory,Q4,March,52.76
Residential,Factory,Q2,January,53.62
Production,Hospital,Q1,March,55.58
Production,Hospital,Q4,January,56.73
Production,Hospital,Q2,February,55.63
Production,Hospital,Q1,December,58.6
Production,Hospital,Q4,November,63.35
Production,Hospital,Q2,April,64.23
Production,Hospital,Q1,June,65.88
Production,Hospital,Q4,March,66.08
Production,Hospital,Q2,January,68.33
Service,Administration,Q1,March,73.54
Service,Administration,Q4,January,75.27
Service,Administration,Q2,February,76.66
Service,Administration,Q1,December,76.98
Service,Administration,Q4,November,75.82
Service,Administration,Q2,April,80.37
Service,Administration,Q1,June,80.44
Service,Administration,Q4,March,83.4
Service,Administration,Q2,January,84.88
Residential,School,Q1,March,85.84
Residential,School,Q4,January,85.23
Residential,School,Q2,February,88.22
Residential,School,Q1,December,92.72
Residential,School,Q4,November,95.22
Residential,School,Q2,April,96.62
Residential,School,Q1,June,97.78
Residential,School,Q4,March,98.23
Residential,School,Q2,January,97.1
