Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Dairy,Cheese,640.59
Import,2021,Meat,Butter,647.58
Import,2021,Cereals,Cream,397.58
Import,2021,Dairy,Chicken,399.85
Import,2021,Meat,Lamb,412.94
Import,2021,Cereals,Corn,158.0
Import,2021,Dairy,Soybeans,160.34
Import,2021,Meat,Cheese,290.63
Import,2021,Cereals,Butter,803.91
Import,2018,Dairy,Cheese,45.65
Import,2018,Meat,Butter,53.23
Import,2018,Cereals,Cream,824.94
Import,2018,Dairy,Chicken,185.18
Import,2018,Meat,Lamb,700.59
Import,2018,Cereals,Corn,68.23
Import,2018,Dairy,Soybeans,71.89
Import,2018,Meat,Cheese,464.77
Import,2018,Cereals,Butter,722.52
Import,2021,Dairy,Cheese,341.65
Import,2021,Meat,Butter,215.35
Import,2021,Cereals,Cream,989.44
Import,2021,Dairy,Chicken,353.4
Import,2021,Meat,Lamb,227.02
Import,2021,Cereals,Corn,241.61
Import,2021,Dairy,Soybeans,884.66
Import,2021,Meat,Cheese,759.45
Import,2021,Cereals,Butter,379.14
