Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2018,Q1,Dairy,Milk,399.62
Import,2018,Q1,Meat,Yoghurt,785.89
Import,2018,Q1,Cereals,Beef,403.73
Import,2018,Q1,Dairy,Chicken,275.18
Import,2018,Q1,Meat,Rice,277.7
Import,2018,Q1,Cereals,Wheat,790.58
Import,2022,Q1,Dairy,Milk,25.31
Import,2022,Q1,Meat,Yoghurt,161.13
Import,2022,Q1,Cereals,Beef,33.76
Import,2022,Q1,Dairy,Chicken,419.87
Import,2022,Q1,Meat,Rice,422.5
Import,2022,Q1,Cereals,Wheat,422.58
Import,2019,Q1,Dairy,Milk,809.72
Import,2019,Q1,Meat,Yoghurt,45.8
Import,2019,Q1,Cereals,Beef,48.8
Import,2019,Q1,Dairy,Chicken,574.71
Import,2019,Q1,Meat,Rice,319.43
Import,2019,Q1,Cereals,Wheat,84.81
Import,2018,Q1,Dairy,Milk,479.93
Import,2018,Q1,Meat,Yoghurt,735.98
Import,2018,Q1,Cereals,Beef,485.61
Import,2018,Q1,Dairy,Chicken,234.38
Import,2018,Q1,Meat,Rice,490.44
Import,2018,Q1,Cereals,Wheat,111.13
Import,2022,Q1,Dairy,Milk,244.89
Import,2022,Q1,Meat,Yoghurt,373.25
Import,2022,Q1,Cereals,Beef,886.5
Import,2022,Q1,Dairy,Chicken,503.6
Import,2022,Q1,Meat,Rice,250.4
Import,2022,Q1,Cereals,Wheat,638.26
