Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q3,July,Nevada,Las Vegas,1.45
Culture,Museum,Q2,September,Nevada,Reno,1.03
Culture,Museum,Q1,June,Nevada,Las Vegas,1.24
Culture,Museum,Q3,May,Nevada,Reno,4.47
Culture,Museum,Q2,January,Nevada,Las Vegas,4.79
Culture,Museum,Q1,March,Nevada,Reno,6.77
Culture,Museum,Q3,February,Nevada,Las Vegas,4.73
Culture,Museum,Q2,July,Nevada,Reno,1.44
Culture,Museum,Q1,September,Nevada,Las Vegas,7.44
Residential,Concert,Q3,July,Nevada,Las Vegas,3.18
Residential,Concert,Q2,September,Nevada,Reno,11.13
Residential,Concert,Q1,June,Nevada,Las Vegas,5.61
Residential,Concert,Q3,May,Nevada,Reno,1.5
Residential,Concert,Q2,January,Nevada,Las Vegas,14.24
Residential,Concert,Q1,March,Nevada,Reno,15.07
Residential,Concert,Q3,February,Nevada,Las Vegas,19.58
Residential,Concert,Q2,July,Nevada,Reno,23.98
Residential,Concert,Q1,September,Nevada,Las Vegas,26.09
Service,Apartment,Q3,July,Nevada,Las Vegas,27.43
Service,Apartment,Q2,September,Nevada,Reno,27.59
Service,Apartment,Q1,June,Nevada,Las Vegas,29.46
Service,Apartment,Q3,May,Nevada,Reno,30.58
Service,Apartment,Q2,January,Nevada,Las Vegas,35.15
Service,Apartment,Q1,March,Nevada,Reno,38.3
Service,Apartment,Q3,February,Nevada,Las Vegas,39.98
Service,Apartment,Q2,July,Nevada,Reno,39.01
Service,Apartment,Q1,September,Nevada,Las Vegas,42.08
Culture,Hotel,Q3,July,Nevada,Las Vegas,43.6
Culture,Hotel,Q2,September,Nevada,Reno,45.05
Culture,Hotel,Q1,June,Nevada,Las Vegas,46.88
Culture,Hotel,Q3,May,Nevada,Reno,46.12
Culture,Hotel,Q2,January,Nevada,Las Vegas,48.98
Culture,Hotel,Q1,March,Nevada,Reno,49.48
Culture,Hotel,Q3,February,Nevada,Las Vegas,50.08
Culture,Hotel,Q2,July,Nevada,Reno,50.74
Culture,Hotel,Q1,September,Nevada,Las Vegas,52.74
Residential,House,Q3,July,Nevada,Las Vegas,47.28
Residential,House,Q2,September,Nevada,Reno,54.89
Residential,House,Q1,June,Nevada,Las Vegas,55.51
Residential,House,Q3,May,Nevada,Reno,56.4
Residential,House,Q2,January,Nevada,Las Vegas,57.01
Residential,House,Q1,March,Nevada,Reno,53.23
Residential,House,Q3,February,Nevada,Las Vegas,59.74
Residential,House,Q2,July,Nevada,Reno,61.47
Residential,House,Q1,September,Nevada,Las Vegas,66.42
Service,Hospital,Q3,July,Nevada,Las Vegas,69.3
Service,Hospital,Q2,September,Nevada,Reno,71.55
Service,Hospital,Q1,June,Nevada,Las Vegas,73.82
Service,Hospital,Q3,May,Nevada,Reno,77.47
Service,Hospital,Q2,January,Nevada,Las Vegas,78.28
Service,Hospital,Q1,March,Nevada,Reno,79.8
Service,Hospital,Q3,February,Nevada,Las Vegas,78.71
Service,Hospital,Q2,July,Nevada,Reno,81.5
Service,Hospital,Q1,September,Nevada,Las Vegas,80.18
Culture,Administration,Q3,July,Nevada,Las Vegas,77.55
Culture,Administration,Q2,September,Nevada,Reno,85.04
Culture,Administration,Q1,June,Nevada,Las Vegas,88.66
Culture,Administration,Q3,May,Nevada,Reno,88.68
Culture,Administration,Q2,January,Nevada,Las Vegas,91.16
Culture,Administration,Q1,March,Nevada,Reno,95.27
Culture,Administration,Q3,February,Nevada,Las Vegas,97.21
Culture,Administration,Q2,July,Nevada,Reno,98.12
Culture,Administration,Q1,September,Nevada,Las Vegas,47.3
