Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Maryland,Aberdeen,Humidity,Low,0.47
2016,Maryland,Aberdeen,Wind,Medium,1.2
2016,Maryland,Aberdeen,Humidity,High,0.66
2016,Maryland,Aberdeen,Wind,Storm,3.41
2016,Maryland,Aberdeen,Humidity,Calm,0.92
2016,Maryland,Aberdeen,Wind,Breeze,5.21
2021,Michigan,Baltimore,Humidity,Low,6.34
2021,Michigan,Baltimore,Wind,Medium,7.12
2021,Michigan,Baltimore,Humidity,High,7.13
2021,Michigan,Baltimore,Wind,Storm,7.8
2021,Michigan,Baltimore,Humidity,Calm,5.41
2021,Michigan,Baltimore,Wind,Breeze,8.64
2022,Maryland,Columbia,Humidity,Low,12.45
2022,Maryland,Columbia,Wind,Medium,12.64
2022,Maryland,Columbia,Humidity,High,13.39
2022,Maryland,Columbia,Wind,Storm,13.46
2022,Maryland,Columbia,Humidity,Calm,16.48
2022,Maryland,Columbia,Wind,Breeze,17.25
2016,Michigan,Flint,Humidity,Low,16.32
2016,Michigan,Flint,Wind,Medium,19.48
2016,Michigan,Flint,Humidity,High,16.56
2016,Michigan,Flint,Wind,Storm,15.91
2016,Michigan,Flint,Humidity,Calm,21.14
2016,Michigan,Flint,Wind,Breeze,23.6
2021,Maryland,Port Huron,Humidity,Low,23.22
2021,Maryland,Port Huron,Wind,Medium,20.18
2021,Maryland,Port Huron,Humidity,High,5.26
2021,Maryland,Port Huron,Wind,Storm,27.79
2021,Maryland,Port Huron,Humidity,Calm,27.21
2021,Maryland,Port Huron,Wind,Breeze,25.89
2022,Michigan,Detroit,Humidity,Low,8.03
2022,Michigan,Detroit,Wind,Medium,8.49
2022,Michigan,Detroit,Humidity,High,3.78
2022,Michigan,Detroit,Wind,Storm,15.43
2022,Michigan,Detroit,Humidity,Calm,6.12
2022,Michigan,Detroit,Wind,Breeze,6.21
