Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Cereals,Rice,520.49
Export,2022,Dairy,Wheat,916.3
Export,2022,Cereals,Corn,277.16
Export,2022,Dairy,Milk,22.88
Export,2022,Cereals,Yoghurt,790.23
Export,2022,Dairy,Rice,408.91
Export,2021,Cereals,Rice,406.76
Export,2021,Dairy,Wheat,541.46
Export,2021,Cereals,Corn,545.15
Export,2021,Dairy,Milk,683.79
Export,2021,Cereals,Yoghurt,699.6
Export,2021,Dairy,Rice,829.21
Export,2020,Cereals,Rice,830.9
Export,2020,Dairy,Wheat,969.21
Export,2020,Cereals,Corn,202.14
Export,2020,Dairy,Milk,717.13
Export,2020,Cereals,Yoghurt,338.56
Export,2020,Dairy,Rice,350.52
Export,2022,Cereals,Rice,608.44
Export,2022,Dairy,Wheat,225.73
Export,2022,Cereals,Corn,482.61
Export,2022,Dairy,Milk,366.5
Export,2022,Cereals,Yoghurt,495.0
Export,2022,Dairy,Rice,505.92
