Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q2,April,1.82
Residential,Hotel,Q3,June,2.91
Residential,Hotel,Q2,August,3.96
Residential,Hotel,Q3,July,3.51
Residential,Hotel,Q2,September,6.45
Residential,Hotel,Q3,April,7.45
Service,Apartment,Q2,April,8.09
Service,Apartment,Q3,June,6.99
Service,Apartment,Q2,August,11.56
Service,Apartment,Q3,July,15.49
Service,Apartment,Q2,September,18.02
Service,Apartment,Q3,April,18.2
Culture,Administration,Q2,April,24.42
Culture,Administration,Q3,June,24.96
Culture,Administration,Q2,August,29.88
Culture,Administration,Q3,July,33.03
Culture,Administration,Q2,September,34.98
Culture,Administration,Q3,April,35.63
Residential,Library,Q2,April,37.86
Residential,Library,Q3,June,41.22
Residential,Library,Q2,August,41.1
Residential,Library,Q3,July,41.02
Residential,Library,Q2,September,48.88
Residential,Library,Q3,April,48.64
Service,Hospital,Q2,April,50.95
Service,Hospital,Q3,June,52.51
Service,Hospital,Q2,August,54.96
Service,Hospital,Q3,July,55.07
Service,Hospital,Q2,September,55.64
Service,Hospital,Q3,April,66.4
Culture,Theatre,Q2,April,70.69
Culture,Theatre,Q3,June,72.18
Culture,Theatre,Q2,August,73.11
Culture,Theatre,Q3,July,74.06
Culture,Theatre,Q2,September,74.51
Culture,Theatre,Q3,April,76.69
Residential,Museum,Q2,April,79.16
Residential,Museum,Q3,June,80.73
Residential,Museum,Q2,August,84.21
Residential,Museum,Q3,July,87.58
Residential,Museum,Q2,September,90.05
Residential,Museum,Q3,April,91.02
Service,Concert,Q2,April,91.9
Service,Concert,Q3,June,91.3
Service,Concert,Q2,August,95.25
Service,Concert,Q3,July,96.53
Service,Concert,Q2,September,97.56
Service,Concert,Q3,April,97.91
