Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Cereals,Wheat,801.08
Export,2020,Meat,Rice,514.21
Export,2020,Cereals,Seeds,65.39
Export,2020,Meat,Chicken,932.81
Export,2020,Cereals,Duck,839.9
Export,2020,Meat,Wheat,295.19
Export,2017,Cereals,Wheat,204.3
Export,2017,Meat,Rice,653.65
Export,2017,Cereals,Seeds,46.71
Export,2017,Meat,Chicken,79.42
Export,2017,Cereals,Duck,17.76
Export,2017,Meat,Wheat,821.82
Export,2020,Cereals,Wheat,662.9
Export,2020,Meat,Rice,280.85
Export,2020,Cereals,Seeds,281.8
Export,2020,Meat,Chicken,922.49
Export,2020,Cereals,Duck,731.41
Export,2020,Meat,Wheat,543.88
