Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q3,July,Minnesota,Minneapolis,6.98
Culture,Theatre,Q2,September,Michigan,Detroit,13.11
Culture,Theatre,Q3,August,Minnesota,Minneapolis,16.99
Culture,Theatre,Q2,June,Michigan,Detroit,19.7
Culture,Theatre,Q3,April,Minnesota,Minneapolis,26.87
Culture,Theatre,Q2,May,Michigan,Detroit,28.86
Service,Concert,Q3,July,Minnesota,Minneapolis,30.47
Service,Concert,Q2,September,Michigan,Detroit,37.89
Service,Concert,Q3,August,Minnesota,Minneapolis,39.87
Service,Concert,Q2,June,Michigan,Detroit,40.59
Service,Concert,Q3,April,Minnesota,Minneapolis,41.31
Service,Concert,Q2,May,Michigan,Detroit,42.32
Culture,Museum,Q3,July,Minnesota,Minneapolis,43.69
Culture,Museum,Q2,September,Michigan,Detroit,53.51
Culture,Museum,Q3,August,Minnesota,Minneapolis,55.68
Culture,Museum,Q2,June,Michigan,Detroit,61.4
Culture,Museum,Q3,April,Minnesota,Minneapolis,64.76
Culture,Museum,Q2,May,Michigan,Detroit,70.37
Service,School,Q3,July,Minnesota,Minneapolis,70.64
Service,School,Q2,September,Michigan,Detroit,79.84
Service,School,Q3,August,Minnesota,Minneapolis,79.65
Service,School,Q2,June,Michigan,Detroit,84.74
Service,School,Q3,April,Minnesota,Minneapolis,86.8
Service,School,Q2,May,Michigan,Detroit,89.16
Culture,Administration,Q3,July,Minnesota,Minneapolis,93.18
Culture,Administration,Q2,September,Michigan,Detroit,94.93
Culture,Administration,Q3,August,Minnesota,Minneapolis,93.45
Culture,Administration,Q2,June,Michigan,Detroit,96.3
Culture,Administration,Q3,April,Minnesota,Minneapolis,98.47
Culture,Administration,Q2,May,Michigan,Detroit,99.96
