Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,September,1.39
Culture,Concert,Q1,August,8.24
Culture,Concert,Q3,March,8.65
Culture,Concert,Q1,January,13.82
Culture,Concert,Q3,February,15.02
Culture,Concert,Q1,September,16.62
Service,Theatre,Q3,September,17.05
Service,Theatre,Q1,August,16.02
Service,Theatre,Q3,March,19.88
Service,Theatre,Q1,January,21.2
Service,Theatre,Q3,February,23.68
Service,Theatre,Q1,September,25.38
Residential,Library,Q3,September,31.58
Residential,Library,Q1,August,32.37
Residential,Library,Q3,March,33.04
Residential,Library,Q1,January,33.65
Residential,Library,Q3,February,44.4
Residential,Library,Q1,September,45.0
Culture,Hospital,Q3,September,49.6
Culture,Hospital,Q1,August,50.5
Culture,Hospital,Q3,March,54.22
Culture,Hospital,Q1,January,54.23
Culture,Hospital,Q3,February,56.72
Culture,Hospital,Q1,September,54.36
Service,House,Q3,September,59.76
Service,House,Q1,August,61.69
Service,House,Q3,March,61.4
Service,House,Q1,January,65.66
Service,House,Q3,February,66.89
Service,House,Q1,September,67.68
Residential,Apartment,Q3,September,73.34
Residential,Apartment,Q1,August,80.87
Residential,Apartment,Q3,March,80.3
Residential,Apartment,Q1,January,85.4
Residential,Apartment,Q3,February,95.11
Residential,Apartment,Q1,September,96.38
