Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Dairy,Cheese,833.39
Export,2018,Beverage,Milk,609.79
Export,2018,Dairy,Juice,451.88
Export,2018,Beverage,Coffee,197.04
Export,2017,Dairy,Cheese,170.96
Export,2017,Beverage,Milk,333.78
Export,2017,Dairy,Juice,45.81
Export,2017,Beverage,Coffee,431.72
Export,2015,Dairy,Cheese,623.97
Export,2015,Beverage,Milk,877.09
Export,2015,Dairy,Juice,494.94
Export,2015,Beverage,Coffee,919.86
Export,2018,Dairy,Cheese,440.89
Export,2018,Beverage,Milk,346.32
Export,2018,Dairy,Juice,29.6
Export,2018,Beverage,Coffee,255.37
