Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Florida,Tampa,Temperature,21-30,3.26
2022,Florida,Tampa,Wind,31-40,4.3
2022,Florida,Tampa,Humidity,0-10,5.68
2022,Florida,Tampa,Temperature,Calm,6.02
2022,Florida,Tampa,Wind,Breeze,7.84
2022,Florida,Tampa,Humidity,Medium,7.38
2022,Florida,Tampa,Temperature,Low,9.01
2022,Florida,Tampa,Wind,21-30,10.74
2022,Florida,Tampa,Humidity,31-40,11.89
2020,Massachusetts,Fort Lauderdale,Temperature,21-30,11.97
2020,Massachusetts,Fort Lauderdale,Wind,31-40,13.42
2020,Massachusetts,Fort Lauderdale,Humidity,0-10,11.96
2020,Massachusetts,Fort Lauderdale,Temperature,Calm,13.37
2020,Massachusetts,Fort Lauderdale,Wind,Breeze,16.06
2020,Massachusetts,Fort Lauderdale,Humidity,Medium,14.09
2020,Massachusetts,Fort Lauderdale,Temperature,Low,18.67
2020,Massachusetts,Fort Lauderdale,Wind,21-30,18.08
2020,Massachusetts,Fort Lauderdale,Humidity,31-40,20.42
2022,Florida,Cambridge,Temperature,21-30,21.78
2022,Florida,Cambridge,Wind,31-40,21.15
2022,Florida,Cambridge,Humidity,0-10,17.34
2022,Florida,Cambridge,Temperature,Calm,24.27
2022,Florida,Cambridge,Wind,Breeze,21.64
2022,Florida,Cambridge,Humidity,Medium,26.7
2022,Florida,Cambridge,Temperature,Low,27.04
2022,Florida,Cambridge,Wind,21-30,27.73
2022,Florida,Cambridge,Humidity,31-40,27.24
2020,Massachusetts,Lenox,Temperature,21-30,26.66
2020,Massachusetts,Lenox,Wind,31-40,6.0
2020,Massachusetts,Lenox,Humidity,0-10,25.04
2020,Massachusetts,Lenox,Temperature,Calm,9.22
2020,Massachusetts,Lenox,Wind,Breeze,9.06
2020,Massachusetts,Lenox,Humidity,Medium,3.1
2020,Massachusetts,Lenox,Temperature,Low,3.29
2020,Massachusetts,Lenox,Wind,21-30,4.22
2020,Massachusetts,Lenox,Humidity,31-40,17.79
