Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q3,September,72.42
Service,School,Q2,July,40.55
Service,School,Q3,June,13.91
Service,School,Q2,April,15.9
Production,Hospital,Q3,September,48.12
Production,Hospital,Q2,July,48.3
Production,Hospital,Q3,June,51.53
Production,Hospital,Q2,April,51.11
Service,Factory,Q3,September,85.93
Service,Factory,Q2,July,54.9
Service,Factory,Q3,June,85.25
Service,Factory,Q2,April,88.52
Production,Workshop,Q3,September,54.86
Production,Workshop,Q2,July,88.7
Production,Workshop,Q3,June,60.02
Production,Workshop,Q2,April,94.72
