State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Georgia,Columbus,2018,Soil,Inferior Irrigation,0.18
Georgia,Columbus,2018,Air,Urban Activities,2.81
Georgia,Columbus,2018,Soil,Solid Waste,3.62
Georgia,Columbus,2018,Air,Inorganic Fertilizers,5.79
Georgia,Columbus,2018,Soil,Light,8.64
Georgia,Columbus,2018,Air,Thermal,10.08
Georgia,Columbus,2018,Soil,Noise,11.34
Georgia,Columbus,2018,Air,Inferior Irrigation,13.99
Illinois,Albany,2020,Soil,Inferior Irrigation,14.51
Illinois,Albany,2020,Air,Urban Activities,17.4
Illinois,Albany,2020,Soil,Solid Waste,19.88
Illinois,Albany,2020,Air,Inorganic Fertilizers,26.73
Illinois,Albany,2020,Soil,Light,26.53
Illinois,Albany,2020,Air,Thermal,-98.97
Illinois,Albany,2020,Soil,Noise,-96.76
Illinois,Albany,2020,Air,Inferior Irrigation,-93.61
Oregon,Springfield,2018,Soil,Inferior Irrigation,37.18
Oregon,Springfield,2018,Air,Urban Activities,39.92
Oregon,Springfield,2018,Soil,Solid Waste,39.38
Oregon,Springfield,2018,Air,Inorganic Fertilizers,-89.63
Oregon,Springfield,2018,Soil,Light,42.04
Oregon,Springfield,2018,Air,Thermal,-86.75
Oregon,Springfield,2018,Soil,Noise,-81.52
Oregon,Springfield,2018,Air,Inferior Irrigation,-79.87
Georgia,Champaign,2020,Soil,Inferior Irrigation,49.44
Georgia,Champaign,2020,Air,Urban Activities,54.78
Georgia,Champaign,2020,Soil,Solid Waste,-69.6
Georgia,Champaign,2020,Air,Inorganic Fertilizers,-65.13
Georgia,Champaign,2020,Soil,Light,64.83
Georgia,Champaign,2020,Air,Thermal,67.7
Georgia,Champaign,2020,Soil,Noise,70.98
Georgia,Champaign,2020,Air,Inferior Irrigation,-58.47
Illinois,Chicago,2018,Soil,Inferior Irrigation,-58.77
Illinois,Chicago,2018,Air,Urban Activities,-56.99
Illinois,Chicago,2018,Soil,Solid Waste,74.35
Illinois,Chicago,2018,Air,Inorganic Fertilizers,-53.28
Illinois,Chicago,2018,Soil,Light,72.85
Illinois,Chicago,2018,Air,Thermal,-49.22
Illinois,Chicago,2018,Soil,Noise,-49.18
Illinois,Chicago,2018,Air,Inferior Irrigation,86.02
Oregon,Redmond,2020,Soil,Inferior Irrigation,-40.17
Oregon,Redmond,2020,Air,Urban Activities,88.71
Oregon,Redmond,2020,Soil,Solid Waste,-38.47
Oregon,Redmond,2020,Air,Inorganic Fertilizers,-35.11
Oregon,Redmond,2020,Soil,Light,94.68
Oregon,Redmond,2020,Air,Thermal,95.29
Oregon,Redmond,2020,Soil,Noise,96.53
Oregon,Redmond,2020,Air,Inferior Irrigation,97.92
Georgia,Salem,2018,Soil,Inferior Irrigation,-24.84
Georgia,Salem,2018,Air,Urban Activities,-23.37
Georgia,Salem,2018,Soil,Solid Waste,-24.22
Georgia,Salem,2018,Air,Inorganic Fertilizers,-21.59
Georgia,Salem,2018,Soil,Light,-23.58
Georgia,Salem,2018,Air,Thermal,-11.63
Georgia,Salem,2018,Soil,Noise,-6.37
Georgia,Salem,2018,Air,Inferior Irrigation,-1.68
