Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2016,Q1,Cereals,Wheat,645.78
Import,2016,Q1,Meat,Seeds,778.72
Import,2016,Q1,Dairy,Oats,652.26
Import,2016,Q1,Cereals,Pork,15.55
Import,2016,Q1,Meat,Duck,540.08
Import,2016,Q1,Dairy,Cream,289.76
Import,2016,Q1,Cereals,Butter,42.51
Import,2016,Q1,Meat,Cheese,684.73
Import,2016,Q1,Dairy,Wheat,812.4
Import,2018,Q1,Cereals,Wheat,557.83
Import,2018,Q1,Meat,Seeds,303.47
Import,2018,Q1,Dairy,Oats,561.78
Import,2018,Q1,Cereals,Pork,691.89
Import,2018,Q1,Meat,Duck,569.08
Import,2018,Q1,Dairy,Cream,314.34
Import,2018,Q1,Cereals,Butter,955.98
Import,2018,Q1,Meat,Cheese,826.05
Import,2018,Q1,Dairy,Wheat,572.97
Import,2016,Q1,Cereals,Wheat,58.89
Import,2016,Q1,Meat,Seeds,197.05
Import,2016,Q1,Dairy,Oats,198.59
Import,2016,Q1,Cereals,Pork,840.94
Import,2016,Q1,Meat,Duck,587.2
Import,2016,Q1,Dairy,Cream,76.88
Import,2016,Q1,Cereals,Butter,975.15
Import,2016,Q1,Meat,Cheese,849.66
Import,2016,Q1,Dairy,Wheat,722.33
Import,2018,Q1,Cereals,Wheat,977.76
Import,2018,Q1,Meat,Seeds,84.59
Import,2018,Q1,Dairy,Oats,225.4
Import,2018,Q1,Cereals,Pork,98.63
Import,2018,Q1,Meat,Duck,614.83
Import,2018,Q1,Dairy,Cream,628.37
Import,2018,Q1,Cereals,Butter,502.41
Import,2018,Q1,Meat,Cheese,246.44
Import,2018,Q1,Dairy,Wheat,505.29
