Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Massachusetts,Boston,Temperature,21-30,1.65
2022,Massachusetts,Boston,Humidity,0-10,1.98
2022,Massachusetts,Boston,Temperature,Medium,1.36
2022,Massachusetts,Boston,Humidity,High,4.88
2015,Florida,Lenox,Temperature,21-30,7.92
2015,Florida,Lenox,Humidity,0-10,7.09
2015,Florida,Lenox,Temperature,Medium,9.07
2015,Florida,Lenox,Humidity,High,12.19
2022,Massachusetts,Cambridge,Temperature,21-30,13.94
2022,Massachusetts,Cambridge,Humidity,0-10,12.11
2022,Massachusetts,Cambridge,Temperature,Medium,12.02
2022,Massachusetts,Cambridge,Humidity,High,16.03
2015,Florida,Fort Lauderdale,Temperature,21-30,17.13
2015,Florida,Fort Lauderdale,Humidity,0-10,17.41
2015,Florida,Fort Lauderdale,Temperature,Medium,16.87
2015,Florida,Fort Lauderdale,Humidity,High,12.09
2022,Massachusetts,Tampa,Temperature,21-30,23.1
2022,Massachusetts,Tampa,Humidity,0-10,24.12
2022,Massachusetts,Tampa,Temperature,Medium,25.94
2022,Massachusetts,Tampa,Humidity,High,26.12
