Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q1,March,Georgia,Washington,0.65
Service,Hospital,Q2,January,Florida,Columbus,7.86
Service,Hospital,Q3,April,Georgia,Fort Lauderdale,10.51
Service,Hospital,Q1,May,Florida,Washington,13.09
Service,Hospital,Q2,August,Georgia,Columbus,14.87
Service,Hospital,Q3,September,Florida,Fort Lauderdale,15.8
Service,Hospital,Q1,July,Georgia,Washington,16.7
Service,Hospital,Q2,March,Florida,Columbus,18.21
Service,Hospital,Q3,January,Georgia,Fort Lauderdale,19.25
Residential,Administration,Q1,March,Georgia,Washington,21.46
Residential,Administration,Q2,January,Florida,Columbus,21.56
Residential,Administration,Q3,April,Georgia,Fort Lauderdale,21.08
Residential,Administration,Q1,May,Florida,Washington,33.51
Residential,Administration,Q2,August,Georgia,Columbus,33.04
Residential,Administration,Q3,September,Florida,Fort Lauderdale,36.12
Residential,Administration,Q1,July,Georgia,Washington,39.67
Residential,Administration,Q2,March,Florida,Columbus,39.96
Residential,Administration,Q3,January,Georgia,Fort Lauderdale,39.03
Service,Library,Q1,March,Georgia,Washington,42.34
Service,Library,Q2,January,Florida,Columbus,41.35
Service,Library,Q3,April,Georgia,Fort Lauderdale,44.53
Service,Library,Q1,May,Florida,Washington,39.05
Service,Library,Q2,August,Georgia,Columbus,46.81
Service,Library,Q3,September,Florida,Fort Lauderdale,50.63
Service,Library,Q1,July,Georgia,Washington,53.29
Service,Library,Q2,March,Florida,Columbus,54.45
Service,Library,Q3,January,Georgia,Fort Lauderdale,57.36
Residential,Apartment,Q1,March,Georgia,Washington,58.69
Residential,Apartment,Q2,January,Florida,Columbus,60.13
Residential,Apartment,Q3,April,Georgia,Fort Lauderdale,63.75
Residential,Apartment,Q1,May,Florida,Washington,63.53
Residential,Apartment,Q2,August,Georgia,Columbus,67.74
Residential,Apartment,Q3,September,Florida,Fort Lauderdale,67.34
Residential,Apartment,Q1,July,Georgia,Washington,69.22
Residential,Apartment,Q2,March,Florida,Columbus,67.68
Residential,Apartment,Q3,January,Georgia,Fort Lauderdale,71.33
Service,House,Q1,March,Georgia,Washington,72.12
Service,House,Q2,January,Florida,Columbus,73.89
Service,House,Q3,April,Georgia,Fort Lauderdale,69.31
Service,House,Q1,May,Florida,Washington,75.16
Service,House,Q2,August,Georgia,Columbus,69.26
Service,House,Q3,September,Florida,Fort Lauderdale,81.12
Service,House,Q1,July,Georgia,Washington,81.95
Service,House,Q2,March,Florida,Columbus,83.94
Service,House,Q3,January,Georgia,Fort Lauderdale,81.28
Residential,Hotel,Q1,March,Georgia,Washington,90.19
Residential,Hotel,Q2,January,Florida,Columbus,91.19
Residential,Hotel,Q3,April,Georgia,Fort Lauderdale,92.62
Residential,Hotel,Q1,May,Florida,Washington,93.74
Residential,Hotel,Q2,August,Georgia,Columbus,94.19
Residential,Hotel,Q3,September,Florida,Fort Lauderdale,95.75
Residential,Hotel,Q1,July,Georgia,Washington,96.94
Residential,Hotel,Q2,March,Florida,Columbus,90.14
Residential,Hotel,Q3,January,Georgia,Fort Lauderdale,95.09
