State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,Los-Angeles,Water,Oxygen-depletion,-0.66
California,Los-Angeles,Air,Groundwater,10.26
California,Los-Angeles,Soil,Light,14.35
California,Los-Angeles,Water,Thermal,15.69
California,Los-Angeles,Air,Noise,16.76
California,Los-Angeles,Soil,Solid Waste,16.74
California,Los-Angeles,Water,Inferior Irrigation,21.52
California,Los-Angeles,Air,Inorganic Fertilizers,26.12
California,Los-Angeles,Soil,Urban Activities,30.98
California,Los-Angeles,Water,Oxygen-depletion,31.32
California,Los-Angeles,Air,Groundwater,-97.95
California,Los-Angeles,Soil,Light,33.15
Massachusetts,San Francisco,Water,Oxygen-depletion,31.33
Massachusetts,San Francisco,Air,Groundwater,35.86
Massachusetts,San Francisco,Soil,Light,36.29
Massachusetts,San Francisco,Water,Thermal,-91.4
Massachusetts,San Francisco,Air,Noise,37.43
Massachusetts,San Francisco,Soil,Solid Waste,39.05
Massachusetts,San Francisco,Water,Inferior Irrigation,40.93
Massachusetts,San Francisco,Air,Inorganic Fertilizers,44.88
Massachusetts,San Francisco,Soil,Urban Activities,-83.7
Massachusetts,San Francisco,Water,Oxygen-depletion,46.78
Massachusetts,San Francisco,Air,Groundwater,46.29
Massachusetts,San Francisco,Soil,Light,48.14
California,Malibu,Water,Oxygen-depletion,50.97
California,Malibu,Air,Groundwater,54.65
California,Malibu,Soil,Light,54.39
California,Malibu,Water,Thermal,57.59
California,Malibu,Air,Noise,61.23
California,Malibu,Soil,Solid Waste,62.18
California,Malibu,Water,Inferior Irrigation,-65.89
California,Malibu,Air,Inorganic Fertilizers,-64.53
California,Malibu,Soil,Urban Activities,-63.65
California,Malibu,Water,Oxygen-depletion,69.21
California,Malibu,Air,Groundwater,70.08
California,Malibu,Soil,Light,-56.24
Massachusetts,Cambridge,Water,Oxygen-depletion,-54.69
Massachusetts,Cambridge,Air,Groundwater,77.88
Massachusetts,Cambridge,Soil,Light,78.98
Massachusetts,Cambridge,Water,Thermal,77.52
Massachusetts,Cambridge,Air,Noise,81.85
Massachusetts,Cambridge,Soil,Solid Waste,82.63
Massachusetts,Cambridge,Water,Inferior Irrigation,-43.98
Massachusetts,Cambridge,Air,Inorganic Fertilizers,-42.13
Massachusetts,Cambridge,Soil,Urban Activities,87.41
Massachusetts,Cambridge,Water,Oxygen-depletion,-37.5
Massachusetts,Cambridge,Air,Groundwater,92.85
Massachusetts,Cambridge,Soil,Light,93.09
California,Lenox,Water,Oxygen-depletion,95.49
California,Lenox,Air,Groundwater,-33.84
California,Lenox,Soil,Light,98.75
California,Lenox,Water,Thermal,99.56
California,Lenox,Air,Noise,-27.89
California,Lenox,Soil,Solid Waste,-26.59
California,Lenox,Water,Inferior Irrigation,-23.02
California,Lenox,Air,Inorganic Fertilizers,-23.41
California,Lenox,Soil,Urban Activities,-19.0
California,Lenox,Water,Oxygen-depletion,-16.88
California,Lenox,Air,Groundwater,-9.84
California,Lenox,Soil,Light,-7.88
