Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,California,Berkeley,Humidity,Low,0.64
2019,California,Berkeley,Temperature,High,1.48
2019,California,Berkeley,Wind,11-20,2.84
2019,California,Berkeley,Humidity,21-30,2.11
2019,California,Berkeley,Temperature,Calm,3.52
2019,California,Berkeley,Wind,Breeze,4.08
2016,Illinois,Malibu,Humidity,Low,6.54
2016,Illinois,Malibu,Temperature,High,7.39
2016,Illinois,Malibu,Wind,11-20,8.11
2016,Illinois,Malibu,Humidity,21-30,2.15
2016,Illinois,Malibu,Temperature,Calm,10.36
2016,Illinois,Malibu,Wind,Breeze,9.61
2020,Michigan,Los-Angeles,Humidity,Low,12.32
2020,Michigan,Los-Angeles,Temperature,High,12.15
2020,Michigan,Los-Angeles,Wind,11-20,12.83
2020,Michigan,Los-Angeles,Humidity,21-30,15.45
2020,Michigan,Los-Angeles,Temperature,Calm,16.45
2020,Michigan,Los-Angeles,Wind,Breeze,15.06
2019,California,Chicago,Humidity,Low,18.74
2019,California,Chicago,Temperature,High,16.07
2019,California,Chicago,Wind,11-20,18.19
2019,California,Chicago,Humidity,21-30,4.07
2019,California,Chicago,Temperature,Calm,22.76
2019,California,Chicago,Wind,Breeze,23.13
2016,Illinois,Champaign,Humidity,Low,23.74
2016,Illinois,Champaign,Temperature,High,25.13
2016,Illinois,Champaign,Wind,11-20,24.77
2016,Illinois,Champaign,Humidity,21-30,25.18
2016,Illinois,Champaign,Temperature,Calm,22.04
2016,Illinois,Champaign,Wind,Breeze,23.24
2020,Michigan,Port Huron,Humidity,Low,4.25
2020,Michigan,Port Huron,Temperature,High,25.31
2020,Michigan,Port Huron,Wind,11-20,6.01
2020,Michigan,Port Huron,Humidity,21-30,10.21
2020,Michigan,Port Huron,Temperature,Calm,12.25
2020,Michigan,Port Huron,Wind,Breeze,13.84
2019,California,Flint,Humidity,Low,1.63
2019,California,Flint,Temperature,High,2.3
2019,California,Flint,Wind,11-20,15.32
2019,California,Flint,Humidity,21-30,17.39
2019,California,Flint,Temperature,Calm,5.81
2019,California,Flint,Wind,Breeze,18.36
