Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,November,Minnesota,Minneapolis,2.24
Production,Factory,Q3,December,Nevada,Reno,2.62
Production,Factory,Q2,August,Minnesota,Boulder City,9.94
Production,Factory,Q4,July,Nevada,Minneapolis,12.55
Production,Factory,Q3,April,Minnesota,Reno,13.74
Production,Factory,Q2,June,Nevada,Boulder City,17.16
Culture,Workshop,Q4,November,Minnesota,Minneapolis,23.57
Culture,Workshop,Q3,December,Nevada,Reno,24.85
Culture,Workshop,Q2,August,Minnesota,Boulder City,24.63
Culture,Workshop,Q4,July,Nevada,Minneapolis,25.25
Culture,Workshop,Q3,April,Minnesota,Reno,32.49
Culture,Workshop,Q2,June,Nevada,Boulder City,32.3
Production,Theatre,Q4,November,Minnesota,Minneapolis,45.42
Production,Theatre,Q3,December,Nevada,Reno,48.01
Production,Theatre,Q2,August,Minnesota,Boulder City,48.19
Production,Theatre,Q4,July,Nevada,Minneapolis,58.64
Production,Theatre,Q3,April,Minnesota,Reno,62.34
Production,Theatre,Q2,June,Nevada,Boulder City,63.32
Culture,Concert,Q4,November,Minnesota,Minneapolis,68.26
Culture,Concert,Q3,December,Nevada,Reno,70.36
Culture,Concert,Q2,August,Minnesota,Boulder City,71.0
Culture,Concert,Q4,July,Nevada,Minneapolis,75.09
Culture,Concert,Q3,April,Minnesota,Reno,77.57
Culture,Concert,Q2,June,Nevada,Boulder City,82.69
Production,Museum,Q4,November,Minnesota,Minneapolis,84.6
Production,Museum,Q3,December,Nevada,Reno,91.87
Production,Museum,Q2,August,Minnesota,Boulder City,91.01
Production,Museum,Q4,July,Nevada,Minneapolis,92.47
Production,Museum,Q3,April,Minnesota,Reno,97.58
Production,Museum,Q2,June,Nevada,Boulder City,99.55
