State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,Water,Oxygen-depletion,0.52
Nevada,Boulder City,Soil,Surface water,1.31
Nevada,Boulder City,Air,Chemical,-0.72
Nevada,Boulder City,Water,Groundwater,-0.36
Nevada,Boulder City,Soil,Urban Activities,4.84
Nevada,Boulder City,Air,Inorganic Fertilizers,7.79
Nevada,Boulder City,Water,Solid Waste,8.7
Nevada,Boulder City,Soil,Thermal,20.93
Nevada,Boulder City,Air,Noise,21.7
Nevada,Boulder City,Water,Oxygen-depletion,24.73
Nevada,Boulder City,Soil,Surface water,24.33
Nevada,Boulder City,Air,Chemical,24.06
Florida,Las Vegas,Water,Oxygen-depletion,28.55
Florida,Las Vegas,Soil,Surface water,28.7
Florida,Las Vegas,Air,Chemical,30.98
Florida,Las Vegas,Water,Groundwater,28.03
Florida,Las Vegas,Soil,Urban Activities,-91.11
Florida,Las Vegas,Air,Inorganic Fertilizers,38.36
Florida,Las Vegas,Water,Solid Waste,40.41
Florida,Las Vegas,Soil,Thermal,41.23
Florida,Las Vegas,Air,Noise,42.76
Florida,Las Vegas,Water,Oxygen-depletion,-85.58
Florida,Las Vegas,Soil,Surface water,43.81
Florida,Las Vegas,Air,Chemical,45.38
Nevada,Reno,Water,Oxygen-depletion,44.47
Nevada,Reno,Soil,Surface water,46.24
Nevada,Reno,Air,Chemical,-80.36
Nevada,Reno,Water,Groundwater,53.56
Nevada,Reno,Soil,Urban Activities,54.58
Nevada,Reno,Air,Inorganic Fertilizers,-73.18
Nevada,Reno,Water,Solid Waste,-71.08
Nevada,Reno,Soil,Thermal,57.67
Nevada,Reno,Air,Noise,58.75
Nevada,Reno,Water,Oxygen-depletion,-71.66
Nevada,Reno,Soil,Surface water,-66.08
Nevada,Reno,Air,Chemical,-66.42
Florida,Tampa,Water,Oxygen-depletion,-64.62
Florida,Tampa,Soil,Surface water,-64.91
Florida,Tampa,Air,Chemical,67.41
Florida,Tampa,Water,Groundwater,69.98
Florida,Tampa,Soil,Urban Activities,77.49
Florida,Tampa,Air,Inorganic Fertilizers,79.07
Florida,Tampa,Water,Solid Waste,-47.33
Florida,Tampa,Soil,Thermal,-45.79
Florida,Tampa,Air,Noise,86.45
Florida,Tampa,Water,Oxygen-depletion,87.32
Florida,Tampa,Soil,Surface water,89.22
Florida,Tampa,Air,Chemical,-38.48
Nevada,Fort Lauderdale,Water,Oxygen-depletion,90.88
Nevada,Fort Lauderdale,Soil,Surface water,-34.37
Nevada,Fort Lauderdale,Air,Chemical,-32.24
Nevada,Fort Lauderdale,Water,Groundwater,-24.65
Nevada,Fort Lauderdale,Soil,Urban Activities,-23.49
Nevada,Fort Lauderdale,Air,Inorganic Fertilizers,-19.89
Nevada,Fort Lauderdale,Water,Solid Waste,-18.48
Nevada,Fort Lauderdale,Soil,Thermal,-17.86
Nevada,Fort Lauderdale,Air,Noise,-12.26
Nevada,Fort Lauderdale,Water,Oxygen-depletion,-12.79
Nevada,Fort Lauderdale,Soil,Surface water,-5.33
Nevada,Fort Lauderdale,Air,Chemical,-2.02
