Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,July,12.8
Production,Workshop,Q1,August,14.1
Production,Workshop,Q3,March,15.02
Production,Workshop,Q1,January,16.7
Production,Workshop,Q3,February,21.66
Production,Workshop,Q1,July,25.44
Residential,Factory,Q3,July,26.84
Residential,Factory,Q1,August,35.79
Residential,Factory,Q3,March,35.16
Residential,Factory,Q1,January,38.53
Residential,Factory,Q3,February,43.58
Residential,Factory,Q1,July,44.97
Production,Hotel,Q3,July,55.81
Production,Hotel,Q1,August,55.61
Production,Hotel,Q3,March,55.37
Production,Hotel,Q1,January,60.69
Production,Hotel,Q3,February,60.27
Production,Hotel,Q1,July,62.93
Residential,House,Q3,July,63.17
Residential,House,Q1,August,65.16
Residential,House,Q3,March,68.69
Residential,House,Q1,January,74.17
Residential,House,Q3,February,81.5
Residential,House,Q1,July,84.89
Production,Apartment,Q3,July,85.26
Production,Apartment,Q1,August,86.62
Production,Apartment,Q3,March,85.05
Production,Apartment,Q1,January,94.13
Production,Apartment,Q3,February,95.47
Production,Apartment,Q1,July,97.2
