Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2018,Q1,Beverage,Tea,898.15
Export,2018,Q1,Dairy,Coffee,774.03
Export,2018,Q1,Beverage,Soda,533.02
Export,2018,Q1,Dairy,Yoghurt,28.64
Export,2018,Q1,Beverage,Butter,412.3
Export,2018,Q1,Dairy,Tea,30.97
Export,2019,Q1,Beverage,Tea,162.68
Export,2019,Q1,Dairy,Coffee,424.91
Export,2019,Q1,Beverage,Soda,170.08
Export,2019,Q1,Dairy,Yoghurt,302.51
Export,2019,Q1,Beverage,Butter,949.88
Export,2019,Q1,Dairy,Tea,823.24
Export,2018,Q1,Beverage,Tea,576.79
Export,2018,Q1,Dairy,Coffee,449.1
Export,2018,Q1,Beverage,Soda,192.71
Export,2018,Q1,Dairy,Yoghurt,67.17
Export,2018,Q1,Beverage,Butter,717.07
Export,2018,Q1,Dairy,Tea,723.79
Export,2019,Q1,Beverage,Tea,222.51
Export,2019,Q1,Dairy,Coffee,867.7
Export,2019,Q1,Beverage,Soda,745.27
Export,2019,Q1,Dairy,Yoghurt,235.97
Export,2019,Q1,Beverage,Butter,370.75
Export,2019,Q1,Dairy,Tea,250.75
