Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q4,Cereals,Rice,384.62
Import,2020,Q4,Meat,Seeds,776.08
Import,2020,Q4,Beverage,Corn,522.8
Import,2020,Q4,Cereals,Camel,19.07
Import,2020,Q4,Meat,Beef,403.92
Import,2020,Q4,Beverage,Juice,150.53
Import,2020,Q4,Cereals,Soda,27.5
Import,2020,Q4,Meat,Rice,285.18
Import,2020,Q4,Beverage,Seeds,414.47
Import,2016,Q4,Cereals,Rice,159.77
Import,2016,Q4,Meat,Seeds,549.37
Import,2016,Q4,Beverage,Corn,39.79
Import,2016,Q4,Cereals,Camel,936.95
Import,2016,Q4,Meat,Beef,42.34
Import,2016,Q4,Beverage,Juice,176.36
Import,2016,Q4,Cereals,Soda,437.52
Import,2016,Q4,Meat,Rice,57.76
Import,2016,Q4,Beverage,Seeds,442.84
Import,2020,Q4,Cereals,Rice,441.71
Import,2020,Q4,Meat,Seeds,572.76
Import,2020,Q4,Beverage,Corn,322.06
Import,2020,Q4,Cereals,Camel,971.35
Import,2020,Q4,Meat,Beef,332.14
Import,2020,Q4,Beverage,Juice,333.37
Import,2020,Q4,Cereals,Soda,593.95
Import,2020,Q4,Meat,Rice,213.88
Import,2020,Q4,Beverage,Seeds,607.73
Import,2016,Q4,Cereals,Rice,223.26
Import,2016,Q4,Meat,Seeds,865.77
Import,2016,Q4,Beverage,Corn,995.18
Import,2016,Q4,Cereals,Camel,612.47
Import,2016,Q4,Meat,Beef,103.43
Import,2016,Q4,Beverage,Juice,877.01
Import,2016,Q4,Cereals,Soda,626.39
Import,2016,Q4,Meat,Rice,499.17
Import,2016,Q4,Beverage,Seeds,248.5
