Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q4,November,California,Berkeley,7.53
Service,School,Q1,December,California,Berkeley,10.46
Service,School,Q4,October,California,Berkeley,13.61
Service,School,Q1,February,California,Berkeley,13.42
Service,School,Q4,March,California,Berkeley,16.85
Service,School,Q1,November,California,Berkeley,18.29
Residential,Hospital,Q4,November,California,Berkeley,24.98
Residential,Hospital,Q1,December,California,Berkeley,33.83
Residential,Hospital,Q4,October,California,Berkeley,36.1
Residential,Hospital,Q1,February,California,Berkeley,39.76
Residential,Hospital,Q4,March,California,Berkeley,39.19
Residential,Hospital,Q1,November,California,Berkeley,39.02
Service,Library,Q4,November,California,Berkeley,43.18
Service,Library,Q1,December,California,Berkeley,44.95
Service,Library,Q4,October,California,Berkeley,44.04
Service,Library,Q1,February,California,Berkeley,43.66
Service,Library,Q4,March,California,Berkeley,50.14
Service,Library,Q1,November,California,Berkeley,51.8
Residential,House,Q4,November,California,Berkeley,53.34
Residential,House,Q1,December,California,Berkeley,55.01
Residential,House,Q4,October,California,Berkeley,59.44
Residential,House,Q1,February,California,Berkeley,70.82
Residential,House,Q4,March,California,Berkeley,72.37
Residential,House,Q1,November,California,Berkeley,73.46
Service,Apartment,Q4,November,California,Berkeley,72.81
Service,Apartment,Q1,December,California,Berkeley,76.64
Service,Apartment,Q4,October,California,Berkeley,82.56
Service,Apartment,Q1,February,California,Berkeley,85.42
Service,Apartment,Q4,March,California,Berkeley,85.46
Service,Apartment,Q1,November,California,Berkeley,87.2
Residential,Hotel,Q4,November,California,Berkeley,89.67
Residential,Hotel,Q1,December,California,Berkeley,89.76
Residential,Hotel,Q4,October,California,Berkeley,90.26
Residential,Hotel,Q1,February,California,Berkeley,96.06
Residential,Hotel,Q4,March,California,Berkeley,97.89
Residential,Hotel,Q1,November,California,Berkeley,98.81
