Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2019,Q1,Dairy,Cream,899.54
Import,2019,Q1,Cereals,Cheese,394.41
Import,2019,Q1,Dairy,Rice,544.12
Import,2019,Q1,Cereals,Oats,673.6
Import,2015,Q1,Dairy,Cream,803.31
Import,2015,Q1,Cereals,Cheese,932.12
Import,2015,Q1,Dairy,Rice,40.13
Import,2015,Q1,Cereals,Oats,700.82
Import,2016,Q1,Dairy,Cream,573.07
Import,2016,Q1,Cereals,Cheese,452.7
Import,2016,Q1,Dairy,Rice,72.94
Import,2016,Q1,Cereals,Oats,848.12
Import,2019,Q1,Dairy,Cream,466.19
Import,2019,Q1,Cereals,Cheese,863.11
Import,2019,Q1,Dairy,Rice,610.84
Import,2019,Q1,Cereals,Oats,625.2
Import,2015,Q1,Dairy,Cream,246.14
Import,2015,Q1,Cereals,Cheese,381.47
Import,2015,Q1,Dairy,Rice,638.74
Import,2015,Q1,Cereals,Oats,767.36
