Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q3,August,Nevada,Reno,2.34
Service,Library,Q2,September,Nevada,Las Vegas,3.97
Service,Library,Q4,May,Nevada,Reno,2.35
Service,Library,Q3,June,Nevada,Las Vegas,6.1
Service,Library,Q2,April,Nevada,Reno,9.59
Service,Library,Q4,December,Nevada,Las Vegas,10.58
Service,Library,Q3,October,Nevada,Reno,11.6
Service,Library,Q2,November,Nevada,Las Vegas,12.13
Service,Library,Q4,August,Nevada,Reno,17.05
Production,Administration,Q3,August,Nevada,Reno,21.44
Production,Administration,Q2,September,Nevada,Las Vegas,23.56
Production,Administration,Q4,May,Nevada,Reno,25.46
Production,Administration,Q3,June,Nevada,Las Vegas,25.12
Production,Administration,Q2,April,Nevada,Reno,29.04
Production,Administration,Q4,December,Nevada,Las Vegas,31.04
Production,Administration,Q3,October,Nevada,Reno,42.72
Production,Administration,Q2,November,Nevada,Las Vegas,44.98
Production,Administration,Q4,August,Nevada,Reno,49.87
Service,Factory,Q3,August,Nevada,Reno,54.29
Service,Factory,Q2,September,Nevada,Las Vegas,54.49
Service,Factory,Q4,May,Nevada,Reno,58.21
Service,Factory,Q3,June,Nevada,Las Vegas,61.39
Service,Factory,Q2,April,Nevada,Reno,62.9
Service,Factory,Q4,December,Nevada,Las Vegas,63.81
Service,Factory,Q3,October,Nevada,Reno,67.87
Service,Factory,Q2,November,Nevada,Las Vegas,70.16
Service,Factory,Q4,August,Nevada,Reno,73.62
Production,Workshop,Q3,August,Nevada,Reno,74.59
Production,Workshop,Q2,September,Nevada,Las Vegas,79.3
Production,Workshop,Q4,May,Nevada,Reno,81.22
Production,Workshop,Q3,June,Nevada,Las Vegas,86.2
Production,Workshop,Q2,April,Nevada,Reno,88.58
Production,Workshop,Q4,December,Nevada,Las Vegas,89.62
Production,Workshop,Q3,October,Nevada,Reno,89.37
Production,Workshop,Q2,November,Nevada,Las Vegas,98.53
Production,Workshop,Q4,August,Nevada,Reno,98.96
