Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,October,Massachusetts,Boston,3.65
Residential,Apartment,Q1,December,Oregon,Salem,7.92
Residential,Apartment,Q3,November,Massachusetts,Boston,8.19
Residential,Apartment,Q4,January,Oregon,Salem,14.27
Residential,Apartment,Q1,February,Massachusetts,Boston,14.03
Residential,Apartment,Q3,March,Oregon,Salem,17.61
Residential,Apartment,Q4,July,Massachusetts,Boston,17.1
Residential,Apartment,Q1,September,Oregon,Salem,20.17
Residential,Apartment,Q3,August,Massachusetts,Boston,22.63
Service,House,Q4,October,Massachusetts,Boston,26.28
Service,House,Q1,December,Oregon,Salem,27.08
Service,House,Q3,November,Massachusetts,Boston,28.38
Service,House,Q4,January,Oregon,Salem,28.33
Service,House,Q1,February,Massachusetts,Boston,29.51
Service,House,Q3,March,Oregon,Salem,28.2
Service,House,Q4,July,Massachusetts,Boston,32.51
Service,House,Q1,September,Oregon,Salem,36.03
Service,House,Q3,August,Massachusetts,Boston,40.59
Production,Library,Q4,October,Massachusetts,Boston,45.5
Production,Library,Q1,December,Oregon,Salem,46.87
Production,Library,Q3,November,Massachusetts,Boston,46.81
Production,Library,Q4,January,Oregon,Salem,49.68
Production,Library,Q1,February,Massachusetts,Boston,49.44
Production,Library,Q3,March,Oregon,Salem,51.95
Production,Library,Q4,July,Massachusetts,Boston,51.12
Production,Library,Q1,September,Oregon,Salem,53.01
Production,Library,Q3,August,Massachusetts,Boston,56.67
Residential,School,Q4,October,Massachusetts,Boston,58.05
Residential,School,Q1,December,Oregon,Salem,62.7
Residential,School,Q3,November,Massachusetts,Boston,64.85
Residential,School,Q4,January,Oregon,Salem,64.65
Residential,School,Q1,February,Massachusetts,Boston,69.98
Residential,School,Q3,March,Oregon,Salem,72.94
Residential,School,Q4,July,Massachusetts,Boston,72.8
Residential,School,Q1,September,Oregon,Salem,72.07
Residential,School,Q3,August,Massachusetts,Boston,74.66
Service,Factory,Q4,October,Massachusetts,Boston,76.03
Service,Factory,Q1,December,Oregon,Salem,77.85
Service,Factory,Q3,November,Massachusetts,Boston,72.29
Service,Factory,Q4,January,Oregon,Salem,79.95
Service,Factory,Q1,February,Massachusetts,Boston,80.86
Service,Factory,Q3,March,Oregon,Salem,79.33
Service,Factory,Q4,July,Massachusetts,Boston,82.98
Service,Factory,Q1,September,Oregon,Salem,81.62
Service,Factory,Q3,August,Massachusetts,Boston,84.41
Production,Workshop,Q4,October,Massachusetts,Boston,79.35
Production,Workshop,Q1,December,Oregon,Salem,86.38
Production,Workshop,Q3,November,Massachusetts,Boston,88.96
Production,Workshop,Q4,January,Oregon,Salem,90.96
Production,Workshop,Q1,February,Massachusetts,Boston,91.37
Production,Workshop,Q3,March,Oregon,Salem,93.64
Production,Workshop,Q4,July,Massachusetts,Boston,94.89
Production,Workshop,Q1,September,Oregon,Salem,95.28
Production,Workshop,Q3,August,Massachusetts,Boston,96.11
