State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
California,Los-Angeles,2015,Air,Light,3.39
California,Los-Angeles,2015,Soil,Noise,3.25
California,Los-Angeles,2015,Water,Solid Waste,5.17
California,Los-Angeles,2015,Air,Inorganic Fertilizers,6.81
California,Los-Angeles,2015,Soil,Industrial,4.85
California,Los-Angeles,2015,Water,Inferior Irrigation,3.12
California,Los-Angeles,2015,Air,Urban Activities,9.76
California,Los-Angeles,2015,Soil,Chemical,10.82
California,Los-Angeles,2015,Water,Groundwater,11.73
California,Los-Angeles,2015,Air,Oxygen-depletion,16.11
California,Los-Angeles,2015,Soil,Surface water,16.14
California,Los-Angeles,2015,Water,Light,19.86
California,Los-Angeles,2015,Air,Noise,20.13
California,Los-Angeles,2015,Soil,Solid Waste,21.87
California,Los-Angeles,2015,Water,Inorganic Fertilizers,19.99
Nevada,Malibu,2022,Air,Light,23.06
Nevada,Malibu,2022,Soil,Noise,24.58
Nevada,Malibu,2022,Water,Solid Waste,25.54
Nevada,Malibu,2022,Air,Inorganic Fertilizers,26.21
Nevada,Malibu,2022,Soil,Industrial,28.55
Nevada,Malibu,2022,Water,Inferior Irrigation,28.39
Nevada,Malibu,2022,Air,Urban Activities,33.25
Nevada,Malibu,2022,Soil,Chemical,38.51
Nevada,Malibu,2022,Water,Groundwater,38.24
Nevada,Malibu,2022,Air,Oxygen-depletion,41.43
Nevada,Malibu,2022,Soil,Surface water,43.51
Nevada,Malibu,2022,Water,Light,52.02
Nevada,Malibu,2022,Air,Noise,52.35
Nevada,Malibu,2022,Soil,Solid Waste,52.69
Nevada,Malibu,2022,Water,Inorganic Fertilizers,56.03
Massachusetts,San Francisco,2021,Air,Light,57.51
Massachusetts,San Francisco,2021,Soil,Noise,59.85
Massachusetts,San Francisco,2021,Water,Solid Waste,60.15
Massachusetts,San Francisco,2021,Air,Inorganic Fertilizers,65.43
Massachusetts,San Francisco,2021,Soil,Industrial,66.31
Massachusetts,San Francisco,2021,Water,Inferior Irrigation,69.24
Massachusetts,San Francisco,2021,Air,Urban Activities,69.05
Massachusetts,San Francisco,2021,Soil,Chemical,72.34
Massachusetts,San Francisco,2021,Water,Groundwater,73.69
Massachusetts,San Francisco,2021,Air,Oxygen-depletion,75.21
Massachusetts,San Francisco,2021,Soil,Surface water,79.6
Massachusetts,San Francisco,2021,Water,Light,81.2
Massachusetts,San Francisco,2021,Air,Noise,82.85
Massachusetts,San Francisco,2021,Soil,Solid Waste,85.45
Massachusetts,San Francisco,2021,Water,Inorganic Fertilizers,86.24
California,Reno,2015,Air,Light,89.68
California,Reno,2015,Soil,Noise,89.86
California,Reno,2015,Water,Solid Waste,91.47
California,Reno,2015,Air,Inorganic Fertilizers,91.18
California,Reno,2015,Soil,Industrial,92.84
California,Reno,2015,Water,Inferior Irrigation,91.53
California,Reno,2015,Air,Urban Activities,93.57
California,Reno,2015,Soil,Chemical,91.95
California,Reno,2015,Water,Groundwater,98.29
California,Reno,2015,Air,Oxygen-depletion,99.49
California,Reno,2015,Soil,Surface water,-1.2
California,Reno,2015,Water,Light,-0.38
California,Reno,2015,Air,Noise,0.14
California,Reno,2015,Soil,Solid Waste,-98.36
California,Reno,2015,Water,Inorganic Fertilizers,-95.22
Nevada,Boulder City,2022,Air,Light,-90.3
Nevada,Boulder City,2022,Soil,Noise,-86.46
Nevada,Boulder City,2022,Water,Solid Waste,-85.3
Nevada,Boulder City,2022,Air,Inorganic Fertilizers,-83.91
Nevada,Boulder City,2022,Soil,Industrial,-83.59
Nevada,Boulder City,2022,Water,Inferior Irrigation,-81.46
Nevada,Boulder City,2022,Air,Urban Activities,-78.13
Nevada,Boulder City,2022,Soil,Chemical,-78.55
Nevada,Boulder City,2022,Water,Groundwater,-77.51
Nevada,Boulder City,2022,Air,Oxygen-depletion,-75.18
Nevada,Boulder City,2022,Soil,Surface water,-78.3
Nevada,Boulder City,2022,Water,Light,-73.92
Nevada,Boulder City,2022,Air,Noise,-73.99
Nevada,Boulder City,2022,Soil,Solid Waste,-76.46
Nevada,Boulder City,2022,Water,Inorganic Fertilizers,-70.66
Massachusetts,Cambridge,2021,Air,Light,-66.99
Massachusetts,Cambridge,2021,Soil,Noise,-65.02
Massachusetts,Cambridge,2021,Water,Solid Waste,-64.5
Massachusetts,Cambridge,2021,Air,Inorganic Fertilizers,-65.78
Massachusetts,Cambridge,2021,Soil,Industrial,-63.94
Massachusetts,Cambridge,2021,Water,Inferior Irrigation,-64.64
Massachusetts,Cambridge,2021,Air,Urban Activities,-60.94
Massachusetts,Cambridge,2021,Soil,Chemical,-60.25
Massachusetts,Cambridge,2021,Water,Groundwater,-58.14
Massachusetts,Cambridge,2021,Air,Oxygen-depletion,-57.63
Massachusetts,Cambridge,2021,Soil,Surface water,-56.18
Massachusetts,Cambridge,2021,Water,Light,-47.93
Massachusetts,Cambridge,2021,Air,Noise,-46.18
Massachusetts,Cambridge,2021,Soil,Solid Waste,-44.21
Massachusetts,Cambridge,2021,Water,Inorganic Fertilizers,-43.09
California,Lenox,2015,Air,Light,-39.53
California,Lenox,2015,Soil,Noise,-26.07
California,Lenox,2015,Water,Solid Waste,-24.02
California,Lenox,2015,Air,Inorganic Fertilizers,-23.11
California,Lenox,2015,Soil,Industrial,-21.56
California,Lenox,2015,Water,Inferior Irrigation,-20.05
California,Lenox,2015,Air,Urban Activities,-20.47
California,Lenox,2015,Soil,Chemical,-21.6
California,Lenox,2015,Water,Groundwater,-12.81
California,Lenox,2015,Air,Oxygen-depletion,-11.2
California,Lenox,2015,Soil,Surface water,-10.54
California,Lenox,2015,Water,Light,-6.84
California,Lenox,2015,Air,Noise,-5.69
California,Lenox,2015,Soil,Solid Waste,-2.66
California,Lenox,2015,Water,Inorganic Fertilizers,-1.37
