Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Dairy,Cheese,992.17
Import,2021,Meat,Milk,129.98
Import,2021,Dairy,Camel,355.11
Import,2021,Meat,Lamb,933.21
Import,2022,Dairy,Cheese,104.38
Import,2022,Meat,Milk,361.74
Import,2022,Dairy,Camel,266.86
Import,2022,Meat,Lamb,73.75
Import,2016,Dairy,Cheese,269.75
Import,2016,Meat,Milk,686.19
Import,2016,Dairy,Camel,654.87
Import,2016,Meat,Lamb,976.74
Import,2021,Dairy,Cheese,467.7
Import,2021,Meat,Milk,569.11
Import,2021,Dairy,Camel,349.62
Import,2021,Meat,Lamb,958.41
