Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2015,Dairy,Cream,897.05
Export,2015,Cereals,Milk,231.76
Export,2015,Dairy,Butter,264.99
Export,2015,Cereals,Seeds,457.4
Export,2015,Dairy,Oats,59.64
Export,2015,Cereals,Cream,395.54
Export,2022,Dairy,Cream,843.33
Export,2022,Cereals,Milk,719.14
Export,2022,Dairy,Butter,340.13
Export,2022,Cereals,Seeds,443.75
Export,2022,Dairy,Oats,788.67
Export,2022,Cereals,Cream,759.86
Export,2015,Dairy,Cream,886.62
Export,2015,Cereals,Milk,537.4
Export,2015,Dairy,Butter,346.63
Export,2015,Cereals,Seeds,91.71
Export,2015,Dairy,Oats,894.06
Export,2015,Cereals,Cream,159.21
