Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q3,September,2.71
Culture,Theatre,Q2,August,3.89
Culture,Theatre,Q1,July,8.57
Culture,Theatre,Q3,June,16.89
Culture,Theatre,Q2,May,16.53
Culture,Theatre,Q1,March,18.6
Culture,Theatre,Q3,February,18.73
Culture,Theatre,Q2,January,19.89
Culture,Theatre,Q1,September,21.24
Production,Concert,Q3,September,17.09
Production,Concert,Q2,August,23.65
Production,Concert,Q1,July,23.92
Production,Concert,Q3,June,27.81
Production,Concert,Q2,May,29.1
Production,Concert,Q1,March,30.07
Production,Concert,Q3,February,33.71
Production,Concert,Q2,January,33.64
Production,Concert,Q1,September,35.44
Service,Workshop,Q3,September,33.99
Service,Workshop,Q2,August,40.27
Service,Workshop,Q1,July,41.21
Service,Workshop,Q3,June,42.56
Service,Workshop,Q2,May,45.3
Service,Workshop,Q1,March,48.6
Service,Workshop,Q3,February,49.89
Service,Workshop,Q2,January,48.78
Service,Workshop,Q1,September,52.05
Culture,Factory,Q3,September,52.38
Culture,Factory,Q2,August,58.35
Culture,Factory,Q1,July,60.8
Culture,Factory,Q3,June,64.46
Culture,Factory,Q2,May,67.04
Culture,Factory,Q1,March,67.09
Culture,Factory,Q3,February,69.95
Culture,Factory,Q2,January,70.1
Culture,Factory,Q1,September,72.96
Production,Administration,Q3,September,79.31
Production,Administration,Q2,August,79.44
Production,Administration,Q1,July,81.2
Production,Administration,Q3,June,82.16
Production,Administration,Q2,May,83.55
Production,Administration,Q1,March,84.01
Production,Administration,Q3,February,85.85
Production,Administration,Q2,January,85.01
Production,Administration,Q1,September,86.95
Service,Library,Q3,September,88.35
Service,Library,Q2,August,87.98
Service,Library,Q1,July,87.2
Service,Library,Q3,June,91.94
Service,Library,Q2,May,93.76
Service,Library,Q1,March,94.17
Service,Library,Q3,February,95.51
Service,Library,Q2,January,96.16
Service,Library,Q1,September,97.73
