Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q3,September,1.66
Service,Library,Q1,July,1.77
Service,Library,Q4,August,3.68
Service,Library,Q3,March,4.88
Service,Library,Q1,February,5.18
Service,Library,Q4,January,5.53
Service,Library,Q3,October,1.78
Service,Library,Q1,December,8.32
Service,Library,Q4,November,11.32
Residential,Hospital,Q3,September,12.41
Residential,Hospital,Q1,July,13.57
Residential,Hospital,Q4,August,13.77
Residential,Hospital,Q3,March,15.35
Residential,Hospital,Q1,February,17.29
Residential,Hospital,Q4,January,17.45
Residential,Hospital,Q3,October,19.33
Residential,Hospital,Q1,December,20.36
Residential,Hospital,Q4,November,18.45
Culture,Administration,Q3,September,22.31
Culture,Administration,Q1,July,23.63
Culture,Administration,Q4,August,20.41
Culture,Administration,Q3,March,25.2
Culture,Administration,Q1,February,26.01
Culture,Administration,Q4,January,26.79
Culture,Administration,Q3,October,27.97
Culture,Administration,Q1,December,25.02
Culture,Administration,Q4,November,27.0
Service,House,Q3,September,31.98
Service,House,Q1,July,31.95
Service,House,Q4,August,29.67
Service,House,Q3,March,34.69
Service,House,Q1,February,35.97
Service,House,Q4,January,35.0
Service,House,Q3,October,35.96
Service,House,Q1,December,36.97
Service,House,Q4,November,37.1
Residential,Hotel,Q3,September,40.73
Residential,Hotel,Q1,July,40.93
Residential,Hotel,Q4,August,33.41
Residential,Hotel,Q3,March,43.83
Residential,Hotel,Q1,February,44.15
Residential,Hotel,Q4,January,46.41
Residential,Hotel,Q3,October,46.11
Residential,Hotel,Q1,December,48.84
Residential,Hotel,Q4,November,50.11
Culture,Apartment,Q3,September,52.25
Culture,Apartment,Q1,July,53.46
Culture,Apartment,Q4,August,56.87
Culture,Apartment,Q3,March,57.24
Culture,Apartment,Q1,February,58.91
Culture,Apartment,Q4,January,59.13
Culture,Apartment,Q3,October,59.23
Culture,Apartment,Q1,December,58.23
Culture,Apartment,Q4,November,62.1
Service,Museum,Q3,September,64.52
Service,Museum,Q1,July,64.74
Service,Museum,Q4,August,67.95
Service,Museum,Q3,March,67.19
Service,Museum,Q1,February,69.04
Service,Museum,Q4,January,71.61
Service,Museum,Q3,October,73.74
Service,Museum,Q1,December,76.74
Service,Museum,Q4,November,79.36
Residential,Concert,Q3,September,80.31
Residential,Concert,Q1,July,83.73
Residential,Concert,Q4,August,85.53
Residential,Concert,Q3,March,85.9
Residential,Concert,Q1,February,85.68
Residential,Concert,Q4,January,88.13
Residential,Concert,Q3,October,86.21
Residential,Concert,Q1,December,86.52
Residential,Concert,Q4,November,91.27
Culture,Theatre,Q3,September,91.6
Culture,Theatre,Q1,July,85.59
Culture,Theatre,Q4,August,91.56
Culture,Theatre,Q3,March,95.17
Culture,Theatre,Q1,February,99.46
Culture,Theatre,Q4,January,22.04
Culture,Theatre,Q3,October,24.17
Culture,Theatre,Q1,December,21.01
Culture,Theatre,Q4,November,29.3
