State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,Soil,Industrial,1.54
Minnesota,Hastings,Air,Solid Waste,4.43
Minnesota,Hastings,Water,Inorganic Fertilizers,5.2
Minnesota,Hastings,Soil,Inferior Irrigation,7.38
Minnesota,Hastings,Air,Urban Activities,9.95
Minnesota,Hastings,Water,Light,10.9
Minnesota,Hastings,Soil,Thermal,11.86
Minnesota,Hastings,Air,Groundwater,15.65
Minnesota,Hastings,Water,Oxygen-depletion,15.83
Minnesota,Hastings,Soil,Surface water,17.63
Minnesota,Hastings,Air,Chemical,18.07
Minnesota,Hastings,Water,Industrial,19.26
Minnesota,Hastings,Soil,Solid Waste,17.64
Minnesota,Hastings,Air,Inorganic Fertilizers,21.32
Minnesota,Hastings,Water,Inferior Irrigation,23.08
Florida,Rochester,Soil,Industrial,24.11
Florida,Rochester,Air,Solid Waste,25.73
Florida,Rochester,Water,Inorganic Fertilizers,26.67
Florida,Rochester,Soil,Inferior Irrigation,26.41
Florida,Rochester,Air,Urban Activities,23.24
Florida,Rochester,Water,Light,29.27
Florida,Rochester,Soil,Thermal,29.57
Florida,Rochester,Air,Groundwater,31.43
Florida,Rochester,Water,Oxygen-depletion,31.37
Florida,Rochester,Soil,Surface water,34.03
Florida,Rochester,Air,Chemical,34.99
Florida,Rochester,Water,Industrial,37.34
Florida,Rochester,Soil,Solid Waste,40.7
Florida,Rochester,Air,Inorganic Fertilizers,42.79
Florida,Rochester,Water,Inferior Irrigation,43.51
Georgia,Minneapolis,Soil,Industrial,42.88
Georgia,Minneapolis,Air,Solid Waste,42.91
Georgia,Minneapolis,Water,Inorganic Fertilizers,47.1
Georgia,Minneapolis,Soil,Inferior Irrigation,54.15
Georgia,Minneapolis,Air,Urban Activities,58.49
Georgia,Minneapolis,Water,Light,61.7
Georgia,Minneapolis,Soil,Thermal,62.53
Georgia,Minneapolis,Air,Groundwater,67.12
Georgia,Minneapolis,Water,Oxygen-depletion,68.14
Georgia,Minneapolis,Soil,Surface water,74.01
Georgia,Minneapolis,Air,Chemical,76.7
Georgia,Minneapolis,Water,Industrial,77.13
Georgia,Minneapolis,Soil,Solid Waste,76.94
Georgia,Minneapolis,Air,Inorganic Fertilizers,76.31
Georgia,Minneapolis,Water,Inferior Irrigation,80.11
Minnesota,Fort Lauderdale,Soil,Industrial,77.53
Minnesota,Fort Lauderdale,Air,Solid Waste,82.14
Minnesota,Fort Lauderdale,Water,Inorganic Fertilizers,82.66
Minnesota,Fort Lauderdale,Soil,Inferior Irrigation,84.35
Minnesota,Fort Lauderdale,Air,Urban Activities,84.62
Minnesota,Fort Lauderdale,Water,Light,87.68
Minnesota,Fort Lauderdale,Soil,Thermal,88.84
Minnesota,Fort Lauderdale,Air,Groundwater,89.62
Minnesota,Fort Lauderdale,Water,Oxygen-depletion,90.52
Minnesota,Fort Lauderdale,Soil,Surface water,94.29
Minnesota,Fort Lauderdale,Air,Chemical,96.03
Minnesota,Fort Lauderdale,Water,Industrial,97.77
Minnesota,Fort Lauderdale,Soil,Solid Waste,98.01
Minnesota,Fort Lauderdale,Air,Inorganic Fertilizers,-95.68
Minnesota,Fort Lauderdale,Water,Inferior Irrigation,-92.51
Florida,Tampa,Soil,Industrial,-89.77
Florida,Tampa,Air,Solid Waste,-88.17
Florida,Tampa,Water,Inorganic Fertilizers,-89.66
Florida,Tampa,Soil,Inferior Irrigation,-86.32
Florida,Tampa,Air,Urban Activities,-87.12
Florida,Tampa,Water,Light,-89.25
Florida,Tampa,Soil,Thermal,-81.4
Florida,Tampa,Air,Groundwater,-79.28
Florida,Tampa,Water,Oxygen-depletion,-76.84
Florida,Tampa,Soil,Surface water,-74.5
Florida,Tampa,Air,Chemical,-69.3
Florida,Tampa,Water,Industrial,-68.34
Florida,Tampa,Soil,Solid Waste,-67.8
Florida,Tampa,Air,Inorganic Fertilizers,-66.92
Florida,Tampa,Water,Inferior Irrigation,-57.09
Georgia,Albany,Soil,Industrial,-54.37
Georgia,Albany,Air,Solid Waste,-53.98
Georgia,Albany,Water,Inorganic Fertilizers,-52.98
Georgia,Albany,Soil,Inferior Irrigation,-50.2
Georgia,Albany,Air,Urban Activities,-49.71
Georgia,Albany,Water,Light,-48.89
Georgia,Albany,Soil,Thermal,-48.72
Georgia,Albany,Air,Groundwater,-46.09
Georgia,Albany,Water,Oxygen-depletion,-45.52
Georgia,Albany,Soil,Surface water,-46.54
Georgia,Albany,Air,Chemical,-9.07
Georgia,Albany,Water,Industrial,-43.1
Georgia,Albany,Soil,Solid Waste,-40.53
Georgia,Albany,Air,Inorganic Fertilizers,-37.09
Georgia,Albany,Water,Inferior Irrigation,-36.79
Minnesota,Columbus,Soil,Industrial,-35.71
Minnesota,Columbus,Air,Solid Waste,-32.56
Minnesota,Columbus,Water,Inorganic Fertilizers,-29.26
Minnesota,Columbus,Soil,Inferior Irrigation,-26.17
Minnesota,Columbus,Air,Urban Activities,-26.96
Minnesota,Columbus,Water,Light,-24.43
Minnesota,Columbus,Soil,Thermal,-17.39
Minnesota,Columbus,Air,Groundwater,-14.16
Minnesota,Columbus,Water,Oxygen-depletion,-13.0
Minnesota,Columbus,Soil,Surface water,-10.88
Minnesota,Columbus,Air,Chemical,-9.15
Minnesota,Columbus,Water,Industrial,-10.96
Minnesota,Columbus,Soil,Solid Waste,-7.38
Minnesota,Columbus,Air,Inorganic Fertilizers,-5.51
Minnesota,Columbus,Water,Inferior Irrigation,-1.82
