Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Cereals,Rice,577.69
Import,2017,Dairy,Soybeans,675.98
Import,2017,Cereals,Oats,739.4
Import,2017,Dairy,Yoghurt,804.01
Import,2017,Cereals,Milk,902.67
Import,2017,Dairy,Cheese,649.86
Import,2018,Cereals,Rice,266.24
Import,2018,Dairy,Soybeans,491.94
Import,2018,Cereals,Oats,425.27
Import,2018,Dairy,Yoghurt,975.77
Import,2018,Cereals,Milk,656.89
Import,2018,Dairy,Cheese,210.56
Import,2017,Cereals,Rice,787.03
Import,2017,Dairy,Soybeans,406.33
Import,2017,Cereals,Oats,762.41
Import,2017,Dairy,Yoghurt,187.24
Import,2017,Cereals,Milk,350.11
Import,2017,Dairy,Cheese,447.08
