Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,July,Illinois,Springfield,12.22
Culture,Concert,Q4,September,Illinois,Springfield,13.78
Culture,Concert,Q3,December,Illinois,Springfield,17.77
Culture,Concert,Q4,November,Illinois,Springfield,19.42
Culture,Concert,Q3,October,Illinois,Springfield,21.45
Culture,Concert,Q4,July,Illinois,Springfield,25.25
Production,Theatre,Q3,July,Illinois,Springfield,28.45
Production,Theatre,Q4,September,Illinois,Springfield,28.95
Production,Theatre,Q3,December,Illinois,Springfield,31.64
Production,Theatre,Q4,November,Illinois,Springfield,34.28
Production,Theatre,Q3,October,Illinois,Springfield,37.5
Production,Theatre,Q4,July,Illinois,Springfield,42.65
Culture,Museum,Q3,July,Illinois,Springfield,44.14
Culture,Museum,Q4,September,Illinois,Springfield,45.06
Culture,Museum,Q3,December,Illinois,Springfield,47.83
Culture,Museum,Q4,November,Illinois,Springfield,50.66
Culture,Museum,Q3,October,Illinois,Springfield,51.22
Culture,Museum,Q4,July,Illinois,Springfield,57.2
Production,Factory,Q3,July,Illinois,Springfield,57.9
Production,Factory,Q4,September,Illinois,Springfield,59.42
Production,Factory,Q3,December,Illinois,Springfield,63.64
Production,Factory,Q4,November,Illinois,Springfield,65.82
Production,Factory,Q3,October,Illinois,Springfield,67.78
Production,Factory,Q4,July,Illinois,Springfield,73.8
Culture,Workshop,Q3,July,Illinois,Springfield,75.66
Culture,Workshop,Q4,September,Illinois,Springfield,78.5
Culture,Workshop,Q3,December,Illinois,Springfield,79.09
Culture,Workshop,Q4,November,Illinois,Springfield,80.76
Culture,Workshop,Q3,October,Illinois,Springfield,83.47
Culture,Workshop,Q4,July,Illinois,Springfield,88.25
