Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Maryland,Baltimore,Humidity,Low,0.06
2017,Maryland,Baltimore,Temperature,Medium,0.5
2017,Maryland,Baltimore,Humidity,High,2.76
2017,Maryland,Baltimore,Temperature,21-30,3.29
2017,Maryland,Baltimore,Humidity,11-20,2.4
2017,Maryland,Baltimore,Temperature,0-10,5.26
2015,Minnesota,Columbia,Humidity,Low,6.27
2015,Minnesota,Columbia,Temperature,Medium,6.89
2015,Minnesota,Columbia,Humidity,High,8.34
2015,Minnesota,Columbia,Temperature,21-30,9.44
2015,Minnesota,Columbia,Humidity,11-20,2.96
2015,Minnesota,Columbia,Temperature,0-10,11.79
2018,California,Rochester,Humidity,Low,12.84
2018,California,Rochester,Temperature,Medium,5.17
2018,California,Rochester,Humidity,High,9.46
2018,California,Rochester,Temperature,21-30,9.08
2018,California,Rochester,Humidity,11-20,16.52
2018,California,Rochester,Temperature,0-10,17.5
2017,Maryland,Hastings,Humidity,Low,16.17
2017,Maryland,Hastings,Temperature,Medium,19.95
2017,Maryland,Hastings,Humidity,High,20.29
2017,Maryland,Hastings,Temperature,21-30,21.78
2017,Maryland,Hastings,Humidity,11-20,21.84
2017,Maryland,Hastings,Temperature,0-10,22.01
2015,Minnesota,Berkeley,Humidity,Low,24.58
2015,Minnesota,Berkeley,Temperature,Medium,25.32
2015,Minnesota,Berkeley,Humidity,High,19.71
2015,Minnesota,Berkeley,Temperature,21-30,27.92
2015,Minnesota,Berkeley,Humidity,11-20,23.73
2015,Minnesota,Berkeley,Temperature,0-10,21.02
2018,California,San Francisco,Humidity,Low,24.21
2018,California,San Francisco,Temperature,Medium,6.98
2018,California,San Francisco,Humidity,High,8.77
2018,California,San Francisco,Temperature,21-30,8.78
2018,California,San Francisco,Humidity,11-20,16.5
2018,California,San Francisco,Temperature,0-10,0.9
