Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Florida,Fort Lauderdale,Wind,Breeze,0.75
2015,Florida,Fort Lauderdale,Humidity,Storm,1.59
2015,Florida,Fort Lauderdale,Wind,Calm,1.07
2015,Florida,Fort Lauderdale,Humidity,Low,3.98
2015,Florida,Fort Lauderdale,Wind,Medium,5.14
2015,Florida,Fort Lauderdale,Humidity,Breeze,6.6
2018,Georgia,Tampa,Wind,Breeze,8.95
2018,Georgia,Tampa,Humidity,Storm,9.41
2018,Georgia,Tampa,Wind,Calm,10.19
2018,Georgia,Tampa,Humidity,Low,11.66
2018,Georgia,Tampa,Wind,Medium,12.18
2018,Georgia,Tampa,Humidity,Breeze,14.03
2015,Florida,Albany,Wind,Breeze,15.81
2015,Florida,Albany,Humidity,Storm,18.92
2015,Florida,Albany,Wind,Calm,18.3
2015,Florida,Albany,Humidity,Low,20.22
2015,Florida,Albany,Wind,Medium,20.46
2015,Florida,Albany,Humidity,Breeze,22.52
2018,Georgia,Columbus,Wind,Breeze,22.82
2018,Georgia,Columbus,Humidity,Storm,19.57
2018,Georgia,Columbus,Wind,Calm,25.44
2018,Georgia,Columbus,Humidity,Low,26.52
2018,Georgia,Columbus,Wind,Medium,26.49
2018,Georgia,Columbus,Humidity,Breeze,27.39
2015,Florida,Washington,Wind,Breeze,27.02
2015,Florida,Washington,Humidity,Storm,21.61
2015,Florida,Washington,Wind,Calm,26.47
2015,Florida,Washington,Humidity,Low,0.15
2015,Florida,Washington,Wind,Medium,18.04
2015,Florida,Washington,Humidity,Breeze,19.78
