Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Nevada,Las Vegas,Wind,Breeze,1.52
2017,Nevada,Las Vegas,Temperature,Calm,1.09
2017,Nevada,Las Vegas,Wind,Storm,4.15
2017,Nevada,Las Vegas,Temperature,21-30,5.26
2017,Nevada,Las Vegas,Wind,31-40,6.27
2017,Nevada,Las Vegas,Temperature,0-10,7.77
2015,California,Reno,Wind,Breeze,7.61
2015,California,Reno,Temperature,Calm,8.67
2015,California,Reno,Wind,Storm,10.18
2015,California,Reno,Temperature,21-30,10.46
2015,California,Reno,Wind,31-40,12.95
2015,California,Reno,Temperature,0-10,13.21
2017,Nevada,Los-Angeles,Wind,Breeze,14.14
2017,Nevada,Los-Angeles,Temperature,Calm,15.13
2017,Nevada,Los-Angeles,Wind,Storm,15.61
2017,Nevada,Los-Angeles,Temperature,21-30,17.45
2017,Nevada,Los-Angeles,Wind,31-40,14.32
2017,Nevada,Los-Angeles,Temperature,0-10,19.54
2015,California,San Francisco,Wind,Breeze,20.7
2015,California,San Francisco,Temperature,Calm,21.07
2015,California,San Francisco,Wind,Storm,22.69
2015,California,San Francisco,Temperature,21-30,23.42
2015,California,San Francisco,Wind,31-40,24.72
2015,California,San Francisco,Temperature,0-10,25.31
