Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Nevada,Boulder City,Humidity,Low,0.19
2021,Nevada,Boulder City,Temperature,High,1.93
2021,Nevada,Boulder City,Humidity,11-20,2.72
2021,Nevada,Boulder City,Temperature,31-40,3.45
2021,Nevada,Boulder City,Humidity,21-30,4.06
2021,Nevada,Boulder City,Temperature,Low,4.71
2016,California,Las Vegas,Humidity,Low,6.01
2016,California,Las Vegas,Temperature,High,7.74
2016,California,Las Vegas,Humidity,11-20,8.24
2016,California,Las Vegas,Temperature,31-40,9.07
2016,California,Las Vegas,Humidity,21-30,10.85
2016,California,Las Vegas,Temperature,Low,11.76
2015,Illinois,Reno,Humidity,Low,12.26
2015,Illinois,Reno,Temperature,High,13.1
2015,Illinois,Reno,Humidity,11-20,14.37
2015,Illinois,Reno,Temperature,31-40,14.51
2015,Illinois,Reno,Humidity,21-30,7.29
2015,Illinois,Reno,Temperature,Low,10.71
2021,Nevada,Berkeley,Humidity,Low,18.79
2021,Nevada,Berkeley,Temperature,High,19.33
2021,Nevada,Berkeley,Humidity,11-20,17.05
2021,Nevada,Berkeley,Temperature,31-40,21.59
2021,Nevada,Berkeley,Humidity,21-30,21.02
2021,Nevada,Berkeley,Temperature,Low,23.56
2016,California,Los-Angeles,Humidity,Low,23.38
2016,California,Los-Angeles,Temperature,High,25.88
2016,California,Los-Angeles,Humidity,11-20,26.51
2016,California,Los-Angeles,Temperature,31-40,27.86
2016,California,Los-Angeles,Humidity,21-30,27.47
2016,California,Los-Angeles,Temperature,Low,26.58
2015,Illinois,Springfield,Humidity,Low,5.24
2015,Illinois,Springfield,Temperature,High,6.82
2015,Illinois,Springfield,Humidity,11-20,6.9
2015,Illinois,Springfield,Temperature,31-40,7.18
2015,Illinois,Springfield,Humidity,21-30,8.45
2015,Illinois,Springfield,Temperature,Low,9.74
2021,Nevada,Chicago,Humidity,Low,11.11
2021,Nevada,Chicago,Temperature,High,15.93
2021,Nevada,Chicago,Humidity,11-20,17.67
2021,Nevada,Chicago,Temperature,31-40,18.69
2021,Nevada,Chicago,Humidity,21-30,20.67
2021,Nevada,Chicago,Temperature,Low,22.39
