State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,2019,Soil,Solid Waste,17.29
Maryland,Baltimore,2019,Water,Industrial,18.13
Maryland,Baltimore,2019,Air,Inferior Irrigation,19.72
Maryland,Baltimore,2019,Soil,Groundwater,19.89
Maryland,Baltimore,2019,Water,Surface water,23.22
Maryland,Baltimore,2019,Air,Light,28.0
Maryland,Baltimore,2019,Soil,Noise,28.13
Maryland,Baltimore,2019,Water,Thermal,30.22
Maryland,Baltimore,2019,Air,Solid Waste,-97.94
Nevada,Aberdeen,2021,Soil,Solid Waste,31.09
Nevada,Aberdeen,2021,Water,Industrial,33.98
Nevada,Aberdeen,2021,Air,Inferior Irrigation,35.76
Nevada,Aberdeen,2021,Soil,Groundwater,38.97
Nevada,Aberdeen,2021,Water,Surface water,-88.41
Nevada,Aberdeen,2021,Air,Light,-85.11
Nevada,Aberdeen,2021,Soil,Noise,-85.21
Nevada,Aberdeen,2021,Water,Thermal,-85.79
Nevada,Aberdeen,2021,Air,Solid Waste,47.84
Minnesota,Columbia,2018,Soil,Solid Waste,49.88
Minnesota,Columbia,2018,Water,Industrial,-78.37
Minnesota,Columbia,2018,Air,Inferior Irrigation,-77.09
Minnesota,Columbia,2018,Soil,Groundwater,-76.97
Minnesota,Columbia,2018,Water,Surface water,-79.87
Minnesota,Columbia,2018,Air,Light,-74.63
Minnesota,Columbia,2018,Soil,Noise,49.12
Minnesota,Columbia,2018,Water,Thermal,-72.3
Minnesota,Columbia,2018,Air,Solid Waste,-71.55
Maryland,Reno,2015,Soil,Solid Waste,58.22
Maryland,Reno,2015,Water,Industrial,-69.63
Maryland,Reno,2015,Air,Inferior Irrigation,-69.41
Maryland,Reno,2015,Soil,Groundwater,-67.74
Maryland,Reno,2015,Water,Surface water,-60.04
Maryland,Reno,2015,Air,Light,-59.91
Maryland,Reno,2015,Soil,Noise,72.39
Maryland,Reno,2015,Water,Thermal,72.94
Maryland,Reno,2015,Air,Solid Waste,-55.64
Nevada,Las Vegas,2019,Soil,Solid Waste,-53.95
Nevada,Las Vegas,2019,Water,Industrial,-51.73
Nevada,Las Vegas,2019,Air,Inferior Irrigation,-51.46
Nevada,Las Vegas,2019,Soil,Groundwater,-49.48
Nevada,Las Vegas,2019,Water,Surface water,-49.51
Nevada,Las Vegas,2019,Air,Light,-47.17
Nevada,Las Vegas,2019,Soil,Noise,85.45
Nevada,Las Vegas,2019,Water,Thermal,-43.92
Nevada,Las Vegas,2019,Air,Solid Waste,85.14
Minnesota,Hastings,2021,Soil,Solid Waste,-43.4
Minnesota,Hastings,2021,Water,Industrial,90.54
Minnesota,Hastings,2021,Air,Inferior Irrigation,-38.41
Minnesota,Hastings,2021,Soil,Groundwater,-36.22
Minnesota,Hastings,2021,Water,Surface water,-37.17
Minnesota,Hastings,2021,Air,Light,-38.94
Minnesota,Hastings,2021,Soil,Noise,-32.38
Minnesota,Hastings,2021,Water,Thermal,96.82
Minnesota,Hastings,2021,Air,Solid Waste,-29.87
Maryland,Minneapolis,2018,Soil,Solid Waste,-28.8
Maryland,Minneapolis,2018,Water,Industrial,-23.41
Maryland,Minneapolis,2018,Air,Inferior Irrigation,-21.17
Maryland,Minneapolis,2018,Soil,Groundwater,-17.16
Maryland,Minneapolis,2018,Water,Surface water,-17.98
Maryland,Minneapolis,2018,Air,Light,-12.02
Maryland,Minneapolis,2018,Soil,Noise,-6.84
Maryland,Minneapolis,2018,Water,Thermal,-5.75
Maryland,Minneapolis,2018,Air,Solid Waste,-2.1
