Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Maryland,Aberdeen,Temperature,31-40,0.96
2017,Maryland,Aberdeen,Humidity,0-10,1.13
2017,Maryland,Aberdeen,Wind,Low,0.51
2017,Maryland,Aberdeen,Temperature,Medium,3.45
2017,Maryland,Aberdeen,Humidity,High,4.73
2017,Maryland,Aberdeen,Wind,Storm,5.57
2017,Maryland,Aberdeen,Temperature,Calm,6.64
2017,Maryland,Aberdeen,Humidity,Breeze,6.26
2017,Maryland,Aberdeen,Wind,31-40,3.37
2015,Georgia,Columbia,Temperature,31-40,9.39
2015,Georgia,Columbia,Humidity,0-10,10.27
2015,Georgia,Columbia,Wind,Low,11.55
2015,Georgia,Columbia,Temperature,Medium,11.1
2015,Georgia,Columbia,Humidity,High,13.35
2015,Georgia,Columbia,Wind,Storm,9.33
2015,Georgia,Columbia,Temperature,Calm,15.01
2015,Georgia,Columbia,Humidity,Breeze,11.15
2015,Georgia,Columbia,Wind,31-40,3.26
2017,Oregon,Columbus,Temperature,31-40,17.51
2017,Oregon,Columbus,Humidity,0-10,19.95
2017,Oregon,Columbus,Wind,Low,20.89
2017,Oregon,Columbus,Temperature,Medium,21.02
2017,Oregon,Columbus,Humidity,High,22.89
2017,Oregon,Columbus,Wind,Storm,20.59
2017,Oregon,Columbus,Temperature,Calm,24.56
2017,Oregon,Columbus,Humidity,Breeze,24.33
2017,Oregon,Columbus,Wind,31-40,24.14
2015,Maryland,Washington,Temperature,31-40,27.86
2015,Maryland,Washington,Humidity,0-10,27.09
2015,Maryland,Washington,Wind,Low,20.42
2015,Maryland,Washington,Temperature,Medium,4.17
2015,Maryland,Washington,Humidity,High,27.02
2015,Maryland,Washington,Wind,Storm,25.98
2015,Maryland,Washington,Temperature,Calm,24.91
2015,Maryland,Washington,Humidity,Breeze,25.18
2015,Maryland,Washington,Wind,31-40,27.18
2017,Georgia,Salem,Temperature,31-40,7.26
2017,Georgia,Salem,Humidity,0-10,9.45
2017,Georgia,Salem,Wind,Low,3.68
2017,Georgia,Salem,Temperature,Medium,10.36
2017,Georgia,Salem,Humidity,High,12.7
2017,Georgia,Salem,Wind,Storm,13.64
2017,Georgia,Salem,Temperature,Calm,13.5
2017,Georgia,Salem,Humidity,Breeze,14.15
2017,Georgia,Salem,Wind,31-40,14.22
2015,Oregon,Redmond,Temperature,31-40,14.99
2015,Oregon,Redmond,Humidity,0-10,15.65
2015,Oregon,Redmond,Wind,Low,15.67
2015,Oregon,Redmond,Temperature,Medium,17.34
2015,Oregon,Redmond,Humidity,High,17.87
2015,Oregon,Redmond,Wind,Storm,17.05
2015,Oregon,Redmond,Temperature,Calm,5.36
2015,Oregon,Redmond,Humidity,Breeze,18.68
2015,Oregon,Redmond,Wind,31-40,5.11
2017,Maryland,Portland,Temperature,31-40,6.14
2017,Maryland,Portland,Humidity,0-10,19.67
2017,Maryland,Portland,Wind,Low,24.34
2017,Maryland,Portland,Temperature,Medium,20.98
2017,Maryland,Portland,Humidity,High,21.24
2017,Maryland,Portland,Wind,Storm,22.23
2017,Maryland,Portland,Temperature,Calm,3.22
2017,Maryland,Portland,Humidity,Breeze,24.19
2017,Maryland,Portland,Wind,31-40,25.34
