State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,2017,Soil,Urban Activities,5.89
Massachusetts,Cambridge,2017,Water,Solid Waste,7.97
Massachusetts,Cambridge,2017,Soil,Inferior Irrigation,13.91
Massachusetts,Cambridge,2017,Water,Industrial,14.13
Massachusetts,Cambridge,2017,Soil,Inorganic Fertilizers,18.49
Massachusetts,Cambridge,2017,Water,Surface water,19.98
Massachusetts,Cambridge,2017,Soil,Groundwater,24.72
Massachusetts,Cambridge,2017,Water,Oxygen-depletion,-98.81
Massachusetts,Cambridge,2017,Soil,Chemical,34.02
Massachusetts,Cambridge,2017,Water,Urban Activities,-93.74
Oregon,Boston,2020,Soil,Urban Activities,36.32
Oregon,Boston,2020,Water,Solid Waste,-91.82
Oregon,Boston,2020,Soil,Inferior Irrigation,36.74
Oregon,Boston,2020,Water,Industrial,41.15
Oregon,Boston,2020,Soil,Inorganic Fertilizers,43.17
Oregon,Boston,2020,Water,Surface water,-81.4
Oregon,Boston,2020,Soil,Groundwater,-77.21
Oregon,Boston,2020,Water,Oxygen-depletion,-76.75
Oregon,Boston,2020,Soil,Chemical,56.77
Oregon,Boston,2020,Water,Urban Activities,57.54
Massachusetts,Portland,2018,Soil,Urban Activities,60.98
Massachusetts,Portland,2018,Water,Solid Waste,-66.56
Massachusetts,Portland,2018,Soil,Inferior Irrigation,66.74
Massachusetts,Portland,2018,Water,Industrial,-61.45
Massachusetts,Portland,2018,Soil,Inorganic Fertilizers,-58.17
Massachusetts,Portland,2018,Water,Surface water,-53.72
Massachusetts,Portland,2018,Soil,Groundwater,-50.17
Massachusetts,Portland,2018,Water,Oxygen-depletion,-49.86
Massachusetts,Portland,2018,Soil,Chemical,-46.36
Massachusetts,Portland,2018,Water,Urban Activities,-41.4
Oregon,Redmond,2021,Soil,Urban Activities,-8.41
Oregon,Redmond,2021,Water,Solid Waste,-39.86
Oregon,Redmond,2021,Soil,Inferior Irrigation,97.36
Oregon,Redmond,2021,Water,Industrial,98.8
Oregon,Redmond,2021,Soil,Inorganic Fertilizers,-27.98
Oregon,Redmond,2021,Water,Surface water,-23.21
Oregon,Redmond,2021,Soil,Groundwater,-18.43
Oregon,Redmond,2021,Water,Oxygen-depletion,-11.19
Oregon,Redmond,2021,Soil,Chemical,-8.42
Oregon,Redmond,2021,Water,Urban Activities,-2.41
