State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Rochester,2016,Soil,Inorganic Fertilizers,4.02
Minnesota,Rochester,2016,Water,Urban Activities,8.56
Minnesota,Rochester,2016,Air,Industrial,25.07
Minnesota,Rochester,2016,Soil,Solid Waste,27.13
Minnesota,Rochester,2016,Water,Surface water,-99.3
Minnesota,Rochester,2016,Air,Chemical,-97.4
Minnesota,Rochester,2016,Soil,Oxygen-depletion,32.59
Minnesota,Rochester,2016,Water,Groundwater,33.12
Minnesota,Rochester,2016,Air,Thermal,36.84
Minnesota,Rochester,2016,Soil,Noise,36.14
Minnesota,Rochester,2016,Water,Light,-90.22
Minnesota,Rochester,2016,Air,Inorganic Fertilizers,41.16
Oregon,Minneapolis,2018,Soil,Inorganic Fertilizers,-86.74
Oregon,Minneapolis,2018,Water,Urban Activities,-86.17
Oregon,Minneapolis,2018,Air,Industrial,45.33
Oregon,Minneapolis,2018,Soil,Solid Waste,46.52
Oregon,Minneapolis,2018,Water,Surface water,-83.64
Oregon,Minneapolis,2018,Air,Chemical,-80.83
Oregon,Minneapolis,2018,Soil,Oxygen-depletion,48.9
Oregon,Minneapolis,2018,Water,Groundwater,47.73
Oregon,Minneapolis,2018,Air,Thermal,49.31
Oregon,Minneapolis,2018,Soil,Noise,50.83
Oregon,Minneapolis,2018,Water,Light,56.77
Oregon,Minneapolis,2018,Air,Inorganic Fertilizers,57.43
Minnesota,Portland,2022,Soil,Inorganic Fertilizers,57.88
Minnesota,Portland,2022,Water,Urban Activities,-70.08
Minnesota,Portland,2022,Air,Industrial,60.41
Minnesota,Portland,2022,Soil,Solid Waste,61.66
Minnesota,Portland,2022,Water,Surface water,-68.43
Minnesota,Portland,2022,Air,Chemical,62.71
Minnesota,Portland,2022,Soil,Oxygen-depletion,-64.5
Minnesota,Portland,2022,Water,Groundwater,65.96
Minnesota,Portland,2022,Air,Thermal,65.39
Minnesota,Portland,2022,Soil,Noise,-68.47
Minnesota,Portland,2022,Water,Light,65.6
Minnesota,Portland,2022,Air,Inorganic Fertilizers,-59.12
Oregon,Salem,2016,Soil,Inorganic Fertilizers,-65.55
Oregon,Salem,2016,Water,Urban Activities,71.38
Oregon,Salem,2016,Air,Industrial,-56.33
Oregon,Salem,2016,Soil,Solid Waste,73.64
Oregon,Salem,2016,Water,Surface water,73.72
Oregon,Salem,2016,Air,Chemical,75.78
Oregon,Salem,2016,Soil,Oxygen-depletion,-51.95
Oregon,Salem,2016,Water,Groundwater,78.84
Oregon,Salem,2016,Air,Thermal,-48.47
Oregon,Salem,2016,Soil,Noise,-47.42
Oregon,Salem,2016,Water,Light,81.66
Oregon,Salem,2016,Air,Inorganic Fertilizers,81.98
Minnesota,Redmond,2018,Soil,Inorganic Fertilizers,84.79
Minnesota,Redmond,2018,Water,Urban Activities,-45.11
Minnesota,Redmond,2018,Air,Industrial,-42.76
Minnesota,Redmond,2018,Soil,Solid Waste,88.77
Minnesota,Redmond,2018,Water,Surface water,91.92
Minnesota,Redmond,2018,Air,Chemical,-36.25
Minnesota,Redmond,2018,Soil,Oxygen-depletion,-22.48
Minnesota,Redmond,2018,Water,Groundwater,-16.54
Minnesota,Redmond,2018,Air,Thermal,-14.5
Minnesota,Redmond,2018,Soil,Noise,-11.33
Minnesota,Redmond,2018,Water,Light,-7.88
Minnesota,Redmond,2018,Air,Inorganic Fertilizers,-3.42
